MANDT	VBELN	POSNR	UEPOS	FKIMG	VRKME	UMVKZ	UMVKN	MEINS	SMENG	FKLMG	LMENG	NTGEW	BRGEW	GEWEI	VOLUM	VOLEH	GSBER	PRSDT	FBUDA	KURSK	NETWR	VBELV	POSNV	VGBEL	VGPOS	VGTYP	AUBEL	AUPOS	AUREF	MATNR	ARKTX	PMATN	CHARG	MATKL	PSTYV	POSAR	PRODH	VSTEL	ATPKZ	SPART	POSPA	WERKS	ALAND	WKREG	WKCOU	WKCTY	TAXM1	TAXM2	TAXM3	TAXM4	TAXM5	TAXM6	TAXM7	TAXM8	TAXM9	KOWRR	PRSFD	SKTOF	SKFBP	KONDM	KTGRM	KOSTL	BONUS	PROVG	EANNR	VKGRP	VKBUR	SPARA	SHKZG	ERNAM	ERDAT	ERZET	BWTAR	LGORT	STAFO	WAVWR	KZWI1	KZWI2	KZWI3	KZWI4	KZWI5	KZWI6	STCUR	UVPRS	UVALL	EAN11	PRCTR	KVGR1	KVGR2	KVGR3	KVGR4	KVGR5	MVGR1	MVGR2	MVGR3	MVGR4	MVGR5	MATWA	BONBA	KOKRS	PAOBJNR	PS_PSP_PNR	AUFNR	TXJCD	CMPRE	CMPNT	CUOBJ	CUOBJ_CH	KOUPD	UECHA	XCHAR	BATCH_BILLING_VARIANT	ABRVW	SERNR	BZIRK_AUFT	KDGRP_AUFT	KONDA_AUFT	LLAND_AUFT	MPROK	PLTYP_AUFT	REGIO_AUFT	VKORG_AUFT	VTWEG_AUFT	ABRBG	PROSA	UEPVW	AUTYP	STADAT	FPLNR	FPLTR	AKTNR	KNUMA_PI	KNUMA_AG	MWSBP	AUGRU_AUFT	FAREG	UPMAT	UKONM	CMPRE_FLT	ABFOR	ABGES	J_1ARFZ	J_1AREGIO	J_1AGICD	J_1ADTYP	J_1ATXREL	J_1BCFOP	J_1BTAXLW1	J_1BTAXLW2	J_1BTXSDC	BRTWR	WKTNR	WKTPS	RPLNR	KURSK_DAT	WGRU1	WGRU2	KDKG1	KDKG2	KDKG3	KDKG4	KDKG5	VKAUS	J_1AINDXP	J_1AIDATEP	KZFME	MWSKZ	VERTT	VERTN	SGTXT	DELCO	BEMOT	RRREL	WMINR	VGBEL_EX	VGPOS_EX	LOGSYS	VGTYP_EX	J_1BTAXLW3	J_1BTAXLW4	J_1BTAXLW5	MSR_ID	MSR_REFUND_CODE	MSR_RET_REASON	NRAB_KNUMH	NRAB_VALUE	DISPUTE_CASE	FUND_USAGE_ITEM	FARR_RELTYPE	CLAIMS_TAXATION	KURRF_DAT_ORIG	SGT_RCAT	SGT_SCAT	PREFE	AKKUR	WAERK	DRAFT	ACTIVEDOCUMENT	GRWRT	FKSAA	ABSTA	ABGRU	MWSK1	TXDAT_FROM	PBD_ID	PBD_ITEM_ID	CATS_OVERTIME_CATEGORY	CONTR_DP_SETTL	PRODH_UNIV_SALES_PARNT_NODID	TRANSIT_PLANT	VCM_CHAIN_CATEGORY	VCM_CHAIN_UUID	REASON_CODE	_DATAAGING	SPE_HERKL	SPE_HERKR	ITM_COMCO	VTKEY	VTPOS	SRCDOC_PROCESS_TYPE	T2CCODE_CRCY_CONV_FACTOR	T2CNTRY_CRCY_CONV_FACTOR	DUMMY_BILLGDOCITEM_INCL_EEW_PS	SERVICE_DOC_TYPE	SERVICE_DOC_ID	SERVICE_DOC_ITEM_ID	SOLUTION_ORDER_ID	SOLUTION_ORDER_ITEM_ID	/CWM/MENGE	/CWM/MEINS	VBTYP_ANA	FKART_ANA	VKORG_ANA	VTWEG_ANA	KONDA_ANA	KDGRP_ANA	LAND1_ANA	REGIO_ANA	CITYC_ANA	BZIRK_ANA	GBSTK_ANA	VF_STATUS_ANA	KUNAG_ANA	KUNRG_ANA	FKDAT_ANA	BUKRS_ANA	COUNC_ANA	KNUMA_ANA	FKTYP_ANA	KNUMV_ANA	SFAKN_ANA	KUNWE_ANA	KUNRE_ANA	PERVE_ANA	PERZM_ANA	GLO_LOG_REF1_IT	TXS_BUSINESS_TRANSACTION	TXS_MATERIAL_USAGE	TXS_USAGE_PURPOSE	ZAPCGKI	APCGK_EXTENDI	ZABDATI	AUFPL	APLZL	DPCNR	DCPNR	DPNRB	BOSFAR	DP_BELNR	DP_BUKRS	DP_GJAHR	DP_BUZEI	PACKNO	PEROP_BEG	PEROP_END	FMFGUS_KEY	FSH_SEASON_YEAR	FSH_SEASON	FSH_COLLECTION	FSH_THEME	FONDS	FISTL	FKBER	GRANT_NBR	BUDGET_PD	J_3GBELNRI	J_3GPMAUFE	J_3GPMAUFV	J_3GETYPA	J_3GETYPE	J_3GORGUEB	PRS_WORK_PERIOD	PPRCTR	PARGB	AUFPL_OAA	APLZL_OAA	CAMPAIGN	COMPREAS	WRF_CHARSTC1	WRF_CHARSTC2	WRF_CHARSTC3	ZZBRAN1	ZZBRAN2	ZZBRAN3	ZZBRAN4	ZZBRAN5
700	1100012896	000001	000000	42.250	TO	1	1	TO	0	42.250	0	42.250	42.250	TO			1008	04.02.2024	04.02.2024	1.00000	105,625.00		000000	0080019087	000010	J	5600000339	000010	X	000000000014000035	Clinker			SFSMFG111	ZNL			1002		10	000001	1002	IN	08			1	1	1	1	1						X		0.00		02							10		SCLADMIN	04.02.2024	05:19:02		CLYC		0.00	0.00	105,625.00	0.00	105,625.00	0.00	0.00	1.00000				1002110101						006						0.00	1000	0000040067	00000000			0.00		000000000000000000	000000000000000000		000000					UP0052	29	02	IN			09	1000	99				V			000000				29,575.00					0.0000000000000000E+00		0.0000000000000000E+00										0.00		000000		04.02.2024			A1																		000000							01			0.00	00000000000000000000000000000000	00000000000000000000000000000000							0.00000	INR			0.00				A1			000000													000000		0.00000000000000	0.00000000000000				000000		000000			M	ZSTO	1000	99	02	29	IN	09		UP0052	C	A	P1010	P1010	04.02.2024	1000			L	0000060697		P1010	P1010	00000000	00000000					0000	0000000000		0000000000	00000000		000	000				0000	000	0000000000																			0000000			0000000000	00000000	00000000000000000000000000000000					0000000001	1000000041	2000000097	3000004912	4000108490
