MANDT	BWKEY	BUKRS	BWMOD	XBKNG	MLBWA	MLBWV	XVKBW	ERKLAERKOM	UPROF	WBPRO	MLAST	MLASV	BDIFP	XLBPD	XEWRX	X2FDO	PRSFR	MLCCS	XEFRE	EFREJ	/FMP/PRSFR	/FMP/PRFRGR
700	1002	1000			X	X					2		0.00					X		0000		
