Project	GridKind	Owner	Property	EdmType	Prec	Scale	MaxLen	IsKey	Creatable	Updatable	Sortable	Nullable	Filterable	UnitProp	AbapField
API_OUTBOUND_DELIVERY_0002	ComplexProperty	CreatedDeliveryItem	DeliveryDocument	Edm.String	0	0	10								VBELN_VL
API_OUTBOUND_DELIVERY_0002	ComplexProperty	CreatedDeliveryItem	DeliveryDocumentItem	Edm.String	0	0	6								POSNR_VL
API_OUTBOUND_DELIVERY_0002	ComplexProperty	HuReturn	SystemMessageIdentification	Edm.String	0	0	20					X			MSGID
API_OUTBOUND_DELIVERY_0002	ComplexProperty	HuReturn	SystemMessageNumber	Edm.String	0	0	3					X			MSGNO
API_OUTBOUND_DELIVERY_0002	ComplexProperty	HuReturn	SystemMessageType	Edm.String	0	0	1					X			MSGTY
API_OUTBOUND_DELIVERY_0002	ComplexProperty	HuReturn	SystemMessageVariable1	Edm.String	0	0	50					X			MSGV1
API_OUTBOUND_DELIVERY_0002	ComplexProperty	HuReturn	SystemMessageVariable2	Edm.String	0	0	50					X			MSGV2
API_OUTBOUND_DELIVERY_0002	ComplexProperty	HuReturn	SystemMessageVariable3	Edm.String	0	0	50					X			MSGV3
API_OUTBOUND_DELIVERY_0002	ComplexProperty	HuReturn	SystemMessageVariable4	Edm.String	0	0	50					X			MSGV4
API_OUTBOUND_DELIVERY_0002	ComplexProperty	HuReturn	DeliveryDocument	Edm.String	0	0	10					X			VBELN
API_OUTBOUND_DELIVERY_0002	ComplexProperty	PickingReport	SystemMessageIdentification	Edm.String	0	0	20					X			MSGID
API_OUTBOUND_DELIVERY_0002	ComplexProperty	PickingReport	SystemMessageNumber	Edm.String	0	0	3					X			MSGNO
API_OUTBOUND_DELIVERY_0002	ComplexProperty	PickingReport	SystemMessageType	Edm.String	0	0	1					X			MSGTY
API_OUTBOUND_DELIVERY_0002	ComplexProperty	PickingReport	SystemMessageVariable1	Edm.String	0	0	50					X			MSGV1
API_OUTBOUND_DELIVERY_0002	ComplexProperty	PickingReport	SystemMessageVariable2	Edm.String	0	0	50					X			MSGV2
API_OUTBOUND_DELIVERY_0002	ComplexProperty	PickingReport	SystemMessageVariable3	Edm.String	0	0	50					X			MSGV3
API_OUTBOUND_DELIVERY_0002	ComplexProperty	PickingReport	SystemMessageVariable4	Edm.String	0	0	50					X			MSGV4
API_OUTBOUND_DELIVERY_0002	ComplexProperty	PickingReport	Batch	Edm.String	0	0	10					X			CHARG
API_OUTBOUND_DELIVERY_0002	ComplexProperty	PickingReport	DeliveryQuantityUnit	Edm.String	0	0	3					X			VRKME
API_OUTBOUND_DELIVERY_0002	ComplexProperty	PickingReport	ActualDeliveryQuantity	Edm.Decimal	13	3	0					X			LFIMG
API_OUTBOUND_DELIVERY_0002	ComplexProperty	PickingReport	DeliveryDocumentItemText	Edm.String	0	0	40					X			ARKTX
API_OUTBOUND_DELIVERY_0002	ComplexProperty	PickingReport	Material	Edm.String	0	0	40					X			MATNR
API_OUTBOUND_DELIVERY_0002	ComplexProperty	PickingReport	DeliveryDocumentItem	Edm.String	0	0	6					X			POSNR
API_OUTBOUND_DELIVERY_0002	ComplexProperty	PickingReport	DeliveryDocument	Edm.String	0	0	10					X			VBELN
API_OUTBOUND_DELIVERY_0002	ComplexProperty	Return	CollectiveProcessing	Edm.String	0	0	10					X			SAMMG
API_OUTBOUND_DELIVERY_0002	ComplexProperty	Return	DeliveryDocument	Edm.String	0	0	10					X			VBELN
API_OUTBOUND_DELIVERY_0002	ComplexProperty	Return	DeliveryDocumentItem	Edm.String	0	0	6					X			POSNR
API_OUTBOUND_DELIVERY_0002	ComplexProperty	Return	ScheduleLine	Edm.String	0	0	4					X			ETENR
API_OUTBOUND_DELIVERY_0002	ComplexProperty	Return	CollectiveProcessingMsgCounter	Edm.String	0	0	2					X			ZAEHL
API_OUTBOUND_DELIVERY_0002	ComplexProperty	Return	SystemMessageIdentification	Edm.String	0	0	20					X			MSGID
API_OUTBOUND_DELIVERY_0002	ComplexProperty	Return	SystemMessageNumber	Edm.String	0	0	3					X			MSGNO
API_OUTBOUND_DELIVERY_0002	ComplexProperty	Return	SystemMessageType	Edm.String	0	0	1					X			MSGTY
API_OUTBOUND_DELIVERY_0002	ComplexProperty	Return	SystemMessageVariable1	Edm.String	0	0	50					X			MSGV1
API_OUTBOUND_DELIVERY_0002	ComplexProperty	Return	SystemMessageVariable2	Edm.String	0	0	50					X			MSGV2
API_OUTBOUND_DELIVERY_0002	ComplexProperty	Return	SystemMessageVariable3	Edm.String	0	0	50					X			MSGV3
API_OUTBOUND_DELIVERY_0002	ComplexProperty	Return	SystemMessageVariable4	Edm.String	0	0	50					X			MSGV4
API_OUTBOUND_DELIVERY_0002	ComplexProperty	Return	CollectiveProcessingType	Edm.String	0	0	1					X			SMART
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitHeaderDeliveryType	CreatedByUser	Edm.String	0	0	12								CREATEDBYUSER
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitHeaderDeliveryType	CreationDate	Edm.DateTime	7	0	0					X			CREATIONDATE
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitHeaderDeliveryType	CreationTime	Edm.Time	0	0	0					X			CREATIONTIME
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitHeaderDeliveryType	DeliveryDocument	Edm.String	0	0	10		X						DELIVERYDOCUMENT
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitHeaderDeliveryType	GrossVolume	Edm.Decimal	15	3	0		X	X					GROSSVOLUME
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitHeaderDeliveryType	GrossWeight	Edm.Decimal	15	3	0		X	X					GROSSWEIGHT
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitHeaderDeliveryType	HandlingUnitBaseUnitOfMeasure	Edm.String	0	0	3								HANDLINGUNITBASEUNITOFMEASURE
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitHeaderDeliveryType	HandlingUnitContentDescription	Edm.String	0	0	40		X	X					HANDLINGUNITCONTENTDESCRIPTION
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitHeaderDeliveryType	HandlingUnitExternalId	Edm.String	0	0	20								HANDLINGUNITEXTERNALID
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitHeaderDeliveryType	HandlingUnitExternalIdType	Edm.String	0	0	1								HANDLINGUNITEXTERNALIDTYPE
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitHeaderDeliveryType	HandlingUnitGroup1	Edm.String	0	0	5								HANDLINGUNITGROUP1
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitHeaderDeliveryType	HandlingUnitGroup2	Edm.String	0	0	5								HANDLINGUNITGROUP2
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitHeaderDeliveryType	HandlingUnitGroup3	Edm.String	0	0	5								HANDLINGUNITGROUP3
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitHeaderDeliveryType	HandlingUnitGroup4	Edm.String	0	0	5								HANDLINGUNITGROUP4
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitHeaderDeliveryType	HandlingUnitGroup5	Edm.String	0	0	5								HANDLINGUNITGROUP5
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitHeaderDeliveryType	HandlingUnitHeight	Edm.Decimal	13	3	0								HANDLINGUNITHEIGHT
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitHeaderDeliveryType	HandlingUnitInternalId	Edm.String	0	0	10	X							HANDLINGUNITINTERNALID
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitHeaderDeliveryType	HandlingUnitInternalStatus	Edm.String	0	0	4								HANDLINGUNITINTERNALSTATUS
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitHeaderDeliveryType	HandlingUnitLength	Edm.Decimal	13	3	0								HANDLINGUNITLENGTH
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitHeaderDeliveryType	HandlingUnitLowerLevelRefer	Edm.String	0	0	10								HANDLINGUNITLOWERLEVELREFER
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitHeaderDeliveryType	HandlingUnitMaxVolume	Edm.Decimal	15	3	0		X	X					HANDLINGUNITMAXVOLUME
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitHeaderDeliveryType	HandlingUnitMaxWeight	Edm.Decimal	15	3	0		X	X					HANDLINGUNITMAXWEIGHT
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitHeaderDeliveryType	HandlingUnitNetVolume	Edm.Decimal	15	3	0		X	X					HANDLINGUNITNETVOLUME
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitHeaderDeliveryType	HandlingUnitSecondExternalId	Edm.String	0	0	20		X	X					HANDLINGUNITSECONDEXTERNALID
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitHeaderDeliveryType	HandlingUnitTareVolume	Edm.Decimal	15	3	0		X	X					HANDLINGUNITTAREVOLUME
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitHeaderDeliveryType	HandlingUnitTareVolumeUnit	Edm.String	0	0	3		X	X					HANDLINGUNITTAREVOLUMEUNIT
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitHeaderDeliveryType	HandlingUnitTareWeight	Edm.Decimal	15	3	0		X	X					HANDLINGUNITTAREWEIGHT
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitHeaderDeliveryType	HandlingUnitTareWeightUnit	Edm.String	0	0	3		X	X					HANDLINGUNITTAREWEIGHTUNIT
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitHeaderDeliveryType	HandlingUnitUoMDimension	Edm.String	0	0	3								HANDLINGUNITUOMDIMENSION
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitHeaderDeliveryType	HandlingUnitWidth	Edm.Decimal	13	3	0								HANDLINGUNITWIDTH
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitHeaderDeliveryType	LastChangeDate	Edm.DateTime	7	0	0					X			LASTCHANGEDATE
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitHeaderDeliveryType	LastChangedByUser	Edm.String	0	0	12					X			LASTCHANGEDBYUSER
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitHeaderDeliveryType	LastChangeTime	Edm.Time	0	0	0					X			LASTCHANGETIME
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitHeaderDeliveryType	NetWeight	Edm.Decimal	15	3	0		X	X					NETWEIGHT
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitHeaderDeliveryType	PackagingMaterial	Edm.String	0	0	40		X	X					PACKAGINGMATERIAL
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitHeaderDeliveryType	PackagingMaterialCategory	Edm.String	0	0	1								PACKAGINGMATERIALCATEGORY
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitHeaderDeliveryType	PackagingMaterialGroup	Edm.String	0	0	4								PACKAGINGMATERIALGROUP
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitHeaderDeliveryType	PackagingMaterialType	Edm.String	0	0	4								PACKAGINGMATERIALTYPE
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitHeaderDeliveryType	PackingInstructionNumber	Edm.String	0	0	20								PACKINGINSTRUCTIONNUMBER
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitHeaderDeliveryType	ShippingPoint	Edm.String	0	0	4								SHIPPINGPOINT
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitHeaderDeliveryType	VolumeUnit	Edm.String	0	0	3		X	X					VOLUMEUNIT
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitHeaderDeliveryType	WeightUnit	Edm.String	0	0	3		X	X					WEIGHTUNIT
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitHeaderDeliveryType	Warehouse	Edm.String	0	0	0								WAREHOUSE
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitItemDeliveryType	Batch	Edm.String	0	0	10		X	X					BATCH
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitItemDeliveryType	DeliveryDocument	Edm.String	0	0	10		X						DELIVERYDOCUMENT
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitItemDeliveryType	DeliveryDocumentItem	Edm.String	0	0	6		X						DELIVERYDOCUMENTITEM
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitItemDeliveryType	HandlingUnitExternalId	Edm.String	0	0	20								HANDLINGUNITEXTERNALID
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitItemDeliveryType	HandlingUnitInternalId	Edm.String	0	0	10	X							HANDLINGUNITINTERNALID
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitItemDeliveryType	HandlingUnitItem	Edm.String	0	0	6	X							HANDLINGUNITITEM
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitItemDeliveryType	HandlingUnitNestedInternalId	Edm.String	0	0	10								HANDLINGUNITNESTEDINTERNALID
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitItemDeliveryType	HandlingUnitNrOfAuxPackgMat	Edm.Int32	0	0	0								HANDLINGUNITNROFAUXPACKGMAT
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitItemDeliveryType	HandlingUnitNumberOfSerialnumb	Edm.Int32	0	0	0								HANDLINGUNITNUMBEROFSERIALNUMB
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitItemDeliveryType	HandlingUnitQuantity	Edm.Decimal	15	3	0		X	X					HANDLINGUNITQUANTITY
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitItemDeliveryType	HandlingUnitQuantityUnit	Edm.String	0	0	3		X	X					HANDLINGUNITQUANTITYUNIT
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitItemDeliveryType	HandlingUnitTypeOfContent	Edm.String	0	0	1		X	X					HANDLINGUNITTYPEOFCONTENT
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitItemDeliveryType	Material	Edm.String	0	0	40		X	X					MATERIAL
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitItemDeliveryType	MaterialByCustomer	Edm.String	0	0	35								MATERIALBYCUSTOMER
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitItemDeliveryType	MaterialName	Edm.String	0	0	40								MATERIALNAME
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_HandlingUnitItemDeliveryType	SerialNumberProfile	Edm.String	0	0	4								SERIALNUMBERPROFILE
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_MaintenanceItemObjectType	Assembly	Edm.String	0	0	40								ASSEMBLY
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_MaintenanceItemObjectType	Equipment	Edm.String	0	0	18								EQUIPMENT
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_MaintenanceItemObjectType	FunctionalLocation	Edm.String	0	0	30								FUNCTIONALLOCATION
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_MaintenanceItemObjectType	MaintenanceItemObject	Edm.Int32	0	0	0	X							MAINTENANCEITEMOBJECT
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_MaintenanceItemObjectType	MaintenanceItemObjectList	Edm.Int64	0	0	0	X							MAINTENANCEITEMOBJECTLIST
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_MaintenanceItemObjectType	MaintenanceNotification	Edm.String	0	0	12								MAINTENANCENOTIFICATION
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_MaintenanceItemObjectType	MaintObjectLocAcctAssgmtNmbr	Edm.String	0	0	12								MAINTOBJECTLOCACCTASSGMTNMBR
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_MaintenanceItemObjectType	Material	Edm.String	0	0	40								MATERIAL
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_MaintenanceItemObjectType	SerialNumber	Edm.String	0	0	18		X						SERIALNUMBER
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	DeliveryDocument	Edm.String	0	0	10	X							DELIVERYDOCUMENT
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	PartnerFunction	Edm.String	0	0	2	X							PARTNERFUNCTION
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	DeliveryVersion	Edm.String	0	0	4								DELIVERYVERSION
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	AdditionalStreetPrefixName	Edm.String	0	0	40			X		X			ADDITIONALSTREETPREFIXNAME
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	AddressID	Edm.String	0	0	10								ADDRESSID
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	AdditionalStreetSuffixName	Edm.String	0	0	40			X		X			ADDITIONALSTREETSUFFIXNAME
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	AddressTimeZone	Edm.String	0	0	6			X					ADDRESSTIMEZONE
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	Building	Edm.String	0	0	20			X		X			BUILDING
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	BusinessPartnerName1	Edm.String	0	0	40			X					BUSINESSPARTNERNAME1
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	BusinessPartnerName2	Edm.String	0	0	40			X		X			BUSINESSPARTNERNAME2
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	BusinessPartnerName3	Edm.String	0	0	40			X		X			BUSINESSPARTNERNAME3
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	BusinessPartnerName4	Edm.String	0	0	40			X		X			BUSINESSPARTNERNAME4
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	PersonFamilyName	Edm.String	0	0	40								PERSONFAMILYNAME
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	PersonGivenName	Edm.String	0	0	40								PERSONGIVENNAME
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	CareOfName	Edm.String	0	0	40			X		X			CAREOFNAME
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	CityName	Edm.String	0	0	40			X					CITYNAME
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	CompanyPostalCode	Edm.String	0	0	10			X		X			COMPANYPOSTALCODE
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	CorrespondenceLanguage	Edm.String	0	0	2			X		X			CORRESPONDENCELANGUAGE
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	Country	Edm.String	0	0	3			X					COUNTRY
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	County	Edm.String	0	0	40			X		X			COUNTY
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	DeliveryServiceNumber	Edm.String	0	0	10								DELIVERYSERVICENUMBER
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	DeliveryServiceTypeCode	Edm.String	0	0	4								DELIVERYSERVICETYPECODE
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	District	Edm.String	0	0	40			X		X			DISTRICT
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	EmailAddress	Edm.String	0	0	241			X		X			EMAILADDRESS
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	FaxNumber	Edm.String	0	0	30			X		X			FAXNUMBER
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	FaxNumberExtension	Edm.String	0	0	10			X		X			FAXNUMBEREXTENSION
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	Floor	Edm.String	0	0	10			X		X			FLOOR
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	FormOfAddress	Edm.String	0	0	4								FORMOFADDRESS
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	HomeCityName	Edm.String	0	0	40			X		X			HOMECITYNAME
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	HouseNumber	Edm.String	0	0	10			X		X			HOUSENUMBER
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	HouseNumberSupplementText	Edm.String	0	0	10			X		X			HOUSENUMBERSUPPLEMENTTEXT
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	MobilePhoneNumber	Edm.String	0	0	30			X		X			MOBILEPHONENUMBER
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	PhoneNumber	Edm.String	0	0	30			X		X			PHONENUMBER
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	PhoneNumberExtension	Edm.String	0	0	10			X		X			PHONENUMBEREXTENSION
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	POBox	Edm.String	0	0	10			X		X			POBOX
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	POBoxDeviatingCityName	Edm.String	0	0	40			X		X			POBOXDEVIATINGCITYNAME
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	POBoxDeviatingCountry	Edm.String	0	0	3								POBOXDEVIATINGCOUNTRY
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	POBoxDeviatingRegion	Edm.String	0	0	3			X		X			POBOXDEVIATINGREGION
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	POBoxIsWithoutNumber	Edm.Boolean	0	0	0			X		X			POBOXISWITHOUTNUMBER
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	POBoxLobbyName	Edm.String	0	0	40			X		X			POBOXLOBBYNAME
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	POBoxPostalCode	Edm.String	0	0	10			X		X			POBOXPOSTALCODE
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	PostalCode	Edm.String	0	0	10			X		X			POSTALCODE
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	PrfrdCommMediumType	Edm.String	0	0	3								PRFRDCOMMMEDIUMTYPE
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	Region	Edm.String	0	0	3			X		X			REGION
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	RoomNumber	Edm.String	0	0	10			X		X			ROOMNUMBER
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	StreetName	Edm.String	0	0	60			X		X			STREETNAME
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	StreetPrefixName	Edm.String	0	0	40			X		X			STREETPREFIXNAME
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	StreetSuffixName	Edm.String	0	0	40			X		X			STREETSUFFIXNAME
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	TaxJurisdiction	Edm.String	0	0	15								TAXJURISDICTION
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddress2Type	TransportZone	Edm.String	0	0	10								TRANSPORTZONE
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddressType	AdditionalStreetPrefixName	Edm.String	0	0	40								ADDITIONALSTREETPREFIXNAME
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddressType	AdditionalStreetSuffixName	Edm.String	0	0	40								ADDITIONALSTREETSUFFIXNAME
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddressType	AddressID	Edm.String	0	0	10	X							ADDRESSID
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddressType	AddressTimeZone	Edm.String	0	0	6								ADDRESSTIMEZONE
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddressType	Building	Edm.String	0	0	20								BUILDING
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddressType	BusinessPartnerName1	Edm.String	0	0	40								BUSINESSPARTNERNAME1
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddressType	BusinessPartnerName2	Edm.String	0	0	40								BUSINESSPARTNERNAME2
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddressType	BusinessPartnerName3	Edm.String	0	0	40								BUSINESSPARTNERNAME3
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddressType	BusinessPartnerName4	Edm.String	0	0	40								BUSINESSPARTNERNAME4
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddressType	CareOfName	Edm.String	0	0	40								CAREOFNAME
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddressType	CityCode	Edm.String	0	0	12								CITYCODE
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddressType	CityName	Edm.String	0	0	40								CITYNAME
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddressType	CitySearch	Edm.String	0	0	25								CITYSEARCH
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddressType	CompanyPostalCode	Edm.String	0	0	10								COMPANYPOSTALCODE
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddressType	CorrespondenceLanguage	Edm.String	0	0	2								CORRESPONDENCELANGUAGE
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddressType	Country	Edm.String	0	0	3								COUNTRY
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddressType	County	Edm.String	0	0	40								COUNTY
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddressType	DeliveryServiceNumber	Edm.String	0	0	10								DELIVERYSERVICENUMBER
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddressType	DeliveryServiceTypeCode	Edm.String	0	0	4								DELIVERYSERVICETYPECODE
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddressType	District	Edm.String	0	0	40								DISTRICT
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddressType	FaxNumber	Edm.String	0	0	30								FAXNUMBER
API_OUTBOUND_DELIVERY_0002	EntityProperty	A_OutbDeliveryAddressType	Floor	Edm.String	0	0	10								FLOOR
