SESSION|QS4/700 located at connection[0] session[0]|user=QNOVATE8
SELFIELD|txtI1-LOW=ZCL_IM_SDE034_LIC_NOTIF*
SELFIELD|txtI2-LOW=A
TABLE|REPOSRC
TITLE|Data Browser: Table REPOSRC Select Entries         25
SBAR|
ALV|rows=25|cols=34
HDR|PROGNAME	R3STATE	SQLX	EDTX	DBNA	CLAS	TYPE	OCCURS	SUBC	APPL	SECU	CNAM	CDAT	VERN	LEVL	RSTAT	RMAND	RLOAD	UNAM	UDAT	UTIME	DATALG	VARCL	DBAPL	FIXPT	SSET	SDATE	STIME	IDATE	ITIME	LDBNAME	UCCHECK	MAXLINELN	DATA	
ROW14|ZCL_IM_SDE034_LIC_NOTIF=======CM00B	A			D$				I	S		UCCDTTABAP01	28.06.2025	000001			200		UCCDTTABAP01	28.06.2025	14:17:36	123	X	S	X		28.06.2025	141736	28.06.2025	141736	D$S	X	0	FF00040000121F9D02770CFF19148030972195A1842183219F2105C8F3647063886770658800923E403A9E2198C183210048BB00793E40F930201DC410091409	
ROW15|ZCL_IM_SDE034_LIC_NOTIF=======CM00C	A			D$				I	S		UCCDTTABAP01	28.06.2025	000001			200		UCCDTTABAP01	28.06.2025	14:17:36	111	X	S	X		28.06.2025	141736	28.06.2025	141736	D$S	X	0	FF00040000121F9D021DC37F060520CC6548652861C860C8674801F23C19DC18E2195C192280A40F908E670866F0600800D22E409E0F503E0C48073144024502	
ROW16|ZCL_IM_SDE034_LIC_NOTIF=======CM00D	A			D$				I	S		UCCDTTABAP01	28.06.2025	000003			200		UCCDTTABAP01	30.06.2025	20:21:12	110	X	S	X		30.06.2025	202112	30.06.2025	202112	D$S	X	0	FF00040000121F9D028CE13F830210FA32B83284307830F833B80079990C690CF10CA90C1540320748C733143364301400E914202F07285F06A48B182A812205	
ROW17|ZCL_IM_SDE034_LIC_NOTIF=======CM00E	A			D$				I	S		UCCDTTABAP01	28.06.2025	000001			200		UCCDTTABAP01	28.06.2025	14:17:36	116	X	S	X		28.06.2025	141736	28.06.2025	141736	D$S	X	0	FF00040000121F9D027B0CFF19148030972195A1842183219F2105C8F3647063886770658800923E403A9E2198C183210048BB00793E40F930201DC410091409	
ROW18|ZCL_IM_SDE034_LIC_NOTIF=======CM00F	A			D$				I	S		UCCDTTABAP01	28.06.2025	000001			200		UCCDTTABAP01	28.06.2025	14:17:36	114	X	S	X		28.06.2025	141736	28.06.2025	141736	D$S	X	0	FF00040000121F9D026D97DC7100028320FC1DC509DC41BC7E895710A1D29068D0A85D9D098DC4052464B23BFBCC16B3EC58C2C4C0CAC842AF2C22A0C3A7918F	
ROW19|ZCL_IM_SDE034_LIC_NOTIF=======CM00G	A			D$				I	S		UCCDTTABAP01	28.06.2025	000001			200		UCCDTTABAP01	28.06.2025	14:17:36	113	X	S	X		28.06.2025	141736	28.06.2025	141736	D$S	X	0	FF00040000121F9D023286FF0C0A4098CB90CA50C290C190CF9002E47932B831C433B8324400491F201DCF10CCE0C11000A45D803C1FA07C18900E6288048A04	
ROW20|ZCL_IM_SDE034_LIC_NOTIF=======CM00H	A			D$				I	S		UCCDTTABAP01	28.06.2025	000001			200		UCCDTTABAP01	28.06.2025	14:17:36	133	X	S	X		28.06.2025	141736	28.06.2025	141736	D$S	X	0	FF00040000121F9D0219C37F060520CC6548652861C860C8674801F23C19DC18E2195C192280A40F908E670866F0600800D22E409E0F503E0C48073144024502	
ROW21|ZCL_IM_SDE034_LIC_NOTIF=======CO	A			D$				I	S		UCCDTTABAP01	28.06.2025	000001			200		UCCDTTABAP01	28.06.2025	14:17:36	46	X	S	X		28.06.2025	141736	28.06.2025	141736	D$S	X	0	FF00020000121F9D028CE13F43014311433E4309432A4332984C6150602886F2328132790C7A409151382C210000	
ROW22|ZCL_IM_SDE034_LIC_NOTIF=======CP	A		X	D$				K	S		UCCDTTABAP01	28.06.2025	000001			200		UCCDTTABAP01	28.06.2025	14:17:36	400	X	S	X		17.08.2026	100711	28.06.2025	141736	D$S	X	0	FF00320000121F9D02BF5D7369691888A2F0F929A11B415004DDBAAA0A42D585AEDC88262D0662139254F0D7C7930C92A9C486408A9DC9E1631E694BB2B8F7DC	
ROW23|ZCL_IM_SDE034_LIC_NOTIF=======CT	A			D$				I	S		UCCDTTABAP01	28.06.2025	000001			200		UCCDTTABAP01	28.06.2025	14:17:36	216		S	X		28.06.2025	141736	28.06.2025	141736	D$S	X	0	FF00060000121F9D02A79D6A5741200682F32962235888A07F702A08A7165AD9C899E4BC038D720F245FAFB39BE20AB1BFE21832D9EC2E49313BC107538CB946	
ROW24|ZCL_IM_SDE034_LIC_NOTIF=======CU	A			D$				I	S		UCCDTTABAP01	28.06.2025	000001			200		UCCDTTABAP01	28.06.2025	14:17:36	243	X	S	X		28.06.2025	141736	28.06.2025	141736	D$S	X	0	FF00120000121F9D02BB1DF35B411086C2F8F7283E4104F502658B0453A988EA4696190851A1F5FCEBDB042F84F05A3DFCD8CE1CDBD5F9E3F906830C0F6854C4	
