SESSION|QS4/700 located at connection[0] session[0]|user=QNOVATE8
SELFIELD|txtI1-LOW=ZCL_IM_LE_SHP_DELIVERY_PROC*
SELFIELD|txtI2-LOW=A
TABLE|REPOSRC
TITLE|Data Browser: Table REPOSRC Select Entries         25
SBAR|
ALV|rows=25|cols=34
HDR|PROGNAME	R3STATE	SQLX	EDTX	DBNA	CLAS	TYPE	OCCURS	SUBC	APPL	SECU	CNAM	CDAT	VERN	LEVL	RSTAT	RMAND	RLOAD	UNAM	UDAT	UTIME	DATALG	VARCL	DBAPL	FIXPT	SSET	SDATE	STIME	IDATE	ITIME	LDBNAME	UCCHECK	MAXLINELN	DATA	
ROW14|ZCL_IM_LE_SHP_DELIVERY_PROC===CM00B	A			D$				I	S		IBMABAP15	16.12.2023	000001			200		IBMABAP15	16.12.2023	15:15:55	110	X	S	X		16.12.2023	151555	16.12.2023	151555	D$S	X	0	FF00040000121F9D02770CFF19148030972195A1842183219F2105C8F3647063886770658800923E403A9E2198C183210048BB00793E40F930201DC410091409	
ROW15|ZCL_IM_LE_SHP_DELIVERY_PROC===CM00C	A			D$				I	S		IBMABAP15	16.12.2023	000001			200		IBMABAP15	16.12.2023	15:15:55	123	X	S	X		16.12.2023	151555	16.12.2023	151555	D$S	X	0	FF00040000121F9D021DC37F060520CC6548652861C860C8674801F23C19DC18E2195C192280A40F908E670866F0600800D22E409E0F503E0C48073144024502	
ROW16|ZCL_IM_LE_SHP_DELIVERY_PROC===CM00D	A			D$				I	S		IBMABAP15	16.12.2023	000003			200		IBMABAP11	20.08.2025	11:25:58	128	X	S	X		20.08.2025	112558	20.08.2025	112558	D$S	X	0	FF00040000121F9D02670CFF191480D097C1952184C183C19FC105C8CB64486388674865A8009239403A9EA1982183A10048A700793940F932205DC450091429	
ROW17|ZCL_IM_LE_SHP_DELIVERY_PROC===CM00E	A			D$				I	S		IBMABAP15	16.12.2023	000001			200		IBMABAP15	16.12.2023	15:15:55	114	X	S	X		16.12.2023	151555	16.12.2023	151555	D$S	X	0	FF00040000121F9D02BB5D72C701080C82F07714277007F1FA255E41844A43A241A37675263412179090C9EEEC335BCCB2630913032B230BBDB288800E9F463E	
ROW18|ZCL_IM_LE_SHP_DELIVERY_PROC===CM00F	A			D$				I	S		IBMABAP15	16.12.2023	000003			200		IBMABAP11	20.08.2025	11:25:58	118	X	S	X		20.08.2025	112558	20.08.2025	112558	D$S	X	0	FF00060000121F9D028CE13F830210FA32B83284307830F833B80079990C690CF10CA90C1540320748C733143364301400E914202F07285F06A48B182A812205	
ROW19|ZCL_IM_LE_SHP_DELIVERY_PROC===CM00G	A			D$				I	S		IBMABAP15	16.12.2023	000001			200		IBMABAP15	16.12.2023	15:15:55	113	X	S	X		16.12.2023	151555	16.12.2023	151555	D$S	X	0	FF00040000121F9D023286FF0C0A4098CB90CA50C290C190CF9002E47932B831C433B8324400491F201DCF10CCE0C11000A45D803C1FA07C18900E6288048A04	
ROW20|ZCL_IM_LE_SHP_DELIVERY_PROC===CM00H	A			D$				I	S		IBMABAP15	16.12.2023	000004			200		IBMABAP19	20.08.2025	11:22:51	785	X	S	X		20.08.2025	112251	20.08.2025	112251	D$S	X	0	FF003A0000121F9D026DDFDC7AD30682287C7E0A6F69AAA6CA632BB55508B7A03A90422E4D5F500B414525106183D297FE757A6656D436D840A4A8C166F4C9F6	
ROW21|ZCL_IM_LE_SHP_DELIVERY_PROC===CO	A			D$				I	S		IBMABAP15	16.12.2023	000001			200		IBMABAP15	16.12.2023	15:15:55	46	X	S	X		16.12.2023	151555	16.12.2023	151555	D$S	X	0	FF00020000121F9D028CE13F43014311433E4309432A4332984C6150602886F2328132790C7A409151382C210000	
ROW22|ZCL_IM_LE_SHP_DELIVERY_PROC===CP	A		X	D$				K	S		IBMABAP15	16.12.2023	000002			200		IBMABAP15	19.01.2024	20:50:41	402	X	S	X		21.08.2026	132316	19.01.2024	205041	D$S	X	0	FF00320000121F9D026DD7FC5A2204A2287E3E8AEC4B10D437E8A98202A3A520A89728DD25C1565137E8D3DBD1219C425610B776C6C38F99D17557847BCFFD33	
ROW23|ZCL_IM_LE_SHP_DELIVERY_PROC===CT	A			D$				I	S		IBMABAP15	16.12.2023	000001			200		IBMABAP15	16.12.2023	15:15:55	220		S	X		16.12.2023	151555	16.12.2023	151555	D$S	X	0	FF00060000121F9D02A79D6A5941180682F329C58BE0C19F5041A1625110F42235496DC146E903E9D7EBECE6D08378B687326436D9DDA485C9046FCC30E18860	
ROW24|ZCL_IM_LE_SHP_DELIVERY_PROC===CU	A			D$				I	S		IBMABAP15	16.12.2023	000003			200		IBMABAP15	19.01.2024	20:50:42	223	X	S	X		19.01.2024	205042	19.01.2024	205042	D$S	X	0	FF00120000121F9D02B463762B080241143E8FE213F40EDBB68110155AD751A6B460251551BDBC1D573088C2BA5C1D3E76675C9DABF9D9195142630285980478	
