SESSION|QS4/700 located at connection[0] session[0]|user=QNOVATE8
SELFIELD|txtI1-LOW=ZCL_IM_SDEI_DELIVERY*
SELFIELD|txtI2-LOW=A
TABLE|REPOSRC
TITLE|Data Browser: Table REPOSRC Select Entries         52
SBAR|
ALV|rows=52|cols=34
HDR|PROGNAME	R3STATE	SQLX	EDTX	DBNA	CLAS	TYPE	OCCURS	SUBC	APPL	SECU	CNAM	CDAT	VERN	LEVL	RSTAT	RMAND	RLOAD	UNAM	UDAT	UTIME	DATALG	VARCL	DBAPL	FIXPT	SSET	SDATE	STIME	IDATE	ITIME	LDBNAME	UCCHECK	MAXLINELN	DATA	
ROW29|ZCL_IM_SDEI_DELIVERY_NOTE=====CM001	A			D$				I	S		IBMABAP17	18.02.2025	000001			200		IBMABAP17	18.02.2025	13:18:07	88	X	S	X		18.02.2025	131807	18.02.2025	131807	D$S	X	0	FF00040000121F9D023E86FF0C0A4098CB90CA50C290C190CF9002E47932B831C433B8324400495F062730E9C9E0CEE00F6439313832B800797540EC07C4210C	
ROW30|ZCL_IM_SDEI_DELIVERY_NOTE=====CM002	A			D$				I	S		IBMABAP17	18.02.2025	000001			200		IBMABAP17	18.02.2025	13:18:07	98	X	S	X		18.02.2025	131807	18.02.2025	131807	D$S	X	0	FF00040000121F9D0219C37F060520CC6548652861C860C8674801F23C19DC18E2195C192280A42F831398F4647067F007B29C181C195C80BC3A8600201B24E2	
ROW31|ZCL_IM_SDEI_DELIVERY_NOTE=====CM003	A			D$				I	S		IBMABAP17	18.02.2025	000001			200		IBMABAP17	18.02.2025	13:18:07	97	X	S	X		18.02.2025	131807	18.02.2025	131807	D$S	X	0	FF00040000121F9D026F0CFF19148030972195A1842183219F2105C8F364706388677065880092BE0C4E60D293C19DC11FC8726270647001F2EA1802802C4FA0	
ROW32|ZCL_IM_SDEI_DELIVERY_NOTE=====CM004	A			D$				I	S		IBMABAP17	18.02.2025	000003			200		IBMABAP19	16.07.2025	12:58:14	1,204	X	S	X		16.07.2025	125814	16.07.2025	125814	D$S	X	0	FF006C0000121F9D02B46F75BD6DDB50F4FC14BF252D962146B6B51BB6A26E622705EAD88BD56EED8B910F39359AD8459C74CBCBFE7A76EE9565CA362527DEC3	
ROW33|ZCL_IM_SDEI_DELIVERY_NOTE=====CM005	A			D$				I	S		IBMABAP17	18.02.2025	000001			200		IBMABAP17	18.02.2025	13:18:07	99	X	S	X		18.02.2025	131807	18.02.2025	131807	D$S	X	0	FF00040000121F9D023686FF0C0A4098CB90CA50C290C190CF9002E47932B831C433B8324400495F062730E9C9E0CEE00F6439313832B80079750C3E40D20FA8	
ROW34|ZCL_IM_SDEI_DELIVERY_NOTE=====CM006	A			D$				I	S		IBMABAP17	18.02.2025	000001			200		IBMABAP17	18.02.2025	13:18:07	91	X	S	X		18.02.2025	131807	18.02.2025	131807	D$S	X	0	FF00040000121F9D026F0CFF19148030972195A1842183219F2105C8F364706388677065880092BE0C4E60D293C19DC11FC8726270647001F2EA1882802A8281	
ROW35|ZCL_IM_SDEI_DELIVERY_NOTE=====CM007	A			D$				I	S		IBMABAP17	18.02.2025	000001			200		IBMABAP17	18.02.2025	13:18:07	104	X	S	X		18.02.2025	131807	18.02.2025	131807	D$S	X	0	FF00040000121F9D0219C37F060520CC6548652861C860C8674801F23C19DC18E2195C192280A42F831398F4647067F007B29C181C195C80BC3A8600203F9821	
ROW36|ZCL_IM_SDEI_DELIVERY_NOTE=====CM008	A			D$				I	S		IBMABAP17	18.02.2025	000006			200		RVABAP07	18.09.2026	10:57:47	3,940	X	S	X		18.09.2026	105747	18.09.2026	105747	D$S	X	0	FF00880100121F9D026DDF5A9BDAB6B6E8FE299E7B3F10327506B829693B6D27064CE25B5EB50D99E48BC7D8867800DBB50D24E96DFF7AEEDAFB4848B29E8614	
ROW37|ZCL_IM_SDEI_DELIVERY_NOTE=====CM009	A			D$				I	S		IBMABAP17	18.02.2025	000001			200		IBMABAP17	18.02.2025	13:18:07	95	X	S	X		18.02.2025	131807	18.02.2025	131807	D$S	X	0	FF00040000121F9D02630CFF19148030972195A1842183219F2105C8F364706388677065880092BE0C4E60D293C19DC11FC8726270647001F2EA8062FE40962B	
ROW38|ZCL_IM_SDEI_DELIVERY_NOTE=====CM00A	A			D$				I	S		IBMABAP17	18.02.2025	000001			200		IBMABAP17	18.02.2025	13:18:07	110	X	S	X		18.02.2025	131807	18.02.2025	131807	D$S	X	0	FF00040000121F9D02770CFF19148030972195A1842183219F2105C8F364706388677065880092BE0C4E60D293C19DC11FC8726270647001F2EA1882194280EC	
