MANDT	FKNUM	VBTYP	FKART	STERM	PRSDT	BUDAT	EXTI1	EXTI2	STBER	STFRE	STABR	ERNAM	ERDAT	ERZET	AENAM	AEDAT	AEZET
700	2101558129	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:46:31			00:00:00
700	2101558130	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:46:40			00:00:00
700	2101558131	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:47:16			00:00:00
700	2101558132	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:47:50			00:00:00
700	2101558133	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:47:59			00:00:00
700	2101558134	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:49:27			00:00:00
700	2101558135	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:49:28			00:00:00
700	2101558136	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:51:00			00:00:00
700	2101558137	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:52:19			00:00:00
700	2101558138	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:52:53			00:00:00
700	2101558139	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:53:28			00:00:00
700	2101558140	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:53:33			00:00:00
700	2101558141	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:54:13			00:00:00
700	2101558142	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:54:58			00:00:00
700	2101558143	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:00:01			00:00:00
700	2101558144	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:00:05			00:00:00
700	2101558145	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:01:20			00:00:00
700	2101558146	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:01:44			00:00:00
700	2101558147	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:02:55			00:00:00
700	2101558148	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:03:27			00:00:00
700	2101558149	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:04:15			00:00:00
700	2101558150	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:04:44			00:00:00
700	2101558151	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:07:25			00:00:00
700	2101558152	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:07:36			00:00:00
700	2101558153	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:07:36			00:00:00
700	2101558154	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:07:49			00:00:00
700	2101558155	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:09:05			00:00:00
700	2101558156	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:11:00			00:00:00
700	2101558157	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:12:30			00:00:00
700	2101558158	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:13:15			00:00:00
700	2101558159	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:14:42			00:00:00
700	2101558160	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:14:42			00:00:00
700	2101558161	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:15:48			00:00:00
700	2101558162	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:17:35			00:00:00
700	2101558163	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:18:10			00:00:00
700	2101558164	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:19:35			00:00:00
700	2101558165	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:20:18			00:00:00
700	2101558166	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:22:16			00:00:00
700	2101558167	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:26:11			00:00:00
700	2101558168	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:27:22			00:00:00
700	2101558169	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:27:23			00:00:00
700	2101558170	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:29:29			00:00:00
700	2101558171	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:30:10			00:00:00
700	2101558172	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:30:12			00:00:00
700	2101558173	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:30:12			00:00:00
700	2101558174	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:31:08			00:00:00
700	2101558175	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:32:05			00:00:00
700	2101558176	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:33:08			00:00:00
700	2101558177	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:33:55			00:00:00
700	2101558178	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:33:55			00:00:00
700	2101558179	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:34:12			00:00:00
700	2101558180	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:34:12			00:00:00
700	2101558181	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:37:08			00:00:00
700	2101558182	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:37:24			00:00:00
700	2101558183	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:38:46			00:00:00
700	2101558184	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:38:46			00:00:00
700	2101558185	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:39:45			00:00:00
700	2101558186	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:42:45			00:00:00
700	2101558187	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:45:43			00:00:00
700	2101558188	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:46:46			00:00:00
700	2101558189	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:48:05			00:00:00
700	2101558190	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:49:05			00:00:00
700	2101558191	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:49:53			00:00:00
700	2101558192	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:50:02			00:00:00
700	2101558193	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:51:33			00:00:00
700	2101558194	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:51:58			00:00:00
700	2101558195	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:52:06			00:00:00
700	2101558196	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:54:03			00:00:00
700	2101558197	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:54:25			00:00:00
700	2101558198	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:54:51			00:00:00
700	2101558199	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:54:51			00:00:00
700	2101558201	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:55:05			00:00:00
700	2101558202	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:56:50			00:00:00
700	2101558203	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:57:08			00:00:00
700	2101558204	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:57:21			00:00:00
700	2101558205	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:57:23			00:00:00
700	2101558206	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:57:24			00:00:00
700	2101558207	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:58:11			00:00:00
700	2101558208	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:58:33			00:00:00
700	2101558209	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:58:42			00:00:00
700	2101558210	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:00:55			00:00:00
700	2101558211	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:04:45			00:00:00
700	2101558212	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:04:50			00:00:00
700	2101558213	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:07:38			00:00:00
700	2101558214	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:12:01			00:00:00
700	2101558215	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:12:46			00:00:00
700	2101558216	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:13:05			00:00:00
700	2101558217	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:14:00			00:00:00
700	2101558218	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:14:10			00:00:00
700	2101558219	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:14:28			00:00:00
700	2101558220	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:14:31			00:00:00
700	2101558221	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:16:02			00:00:00
700	2101558222	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:16:02			00:00:00
700	2101558223	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:16:56			00:00:00
700	2101558224	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:18:50			00:00:00
700	2101558225	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:19:13			00:00:00
700	2101558226	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:19:23			00:00:00
700	2101558227	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:19:32			00:00:00
700	2101558228	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:21:53			00:00:00
700	2101558229	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:23:27			00:00:00
700	2101558230	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:25:26			00:00:00
700	2101558231	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:25:47			00:00:00
700	2101558232	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:25:47			00:00:00
700	2101558233	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:26:37			00:00:00
700	2101558234	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:26:37			00:00:00
700	2101558235	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:28:05			00:00:00
700	2101558236	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:28:36			00:00:00
700	2101558237	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:29:18			00:00:00
700	2101558238	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:30:13			00:00:00
700	2101558239	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:31:10			00:00:00
700	2101558240	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:32:38			00:00:00
700	2101558241	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:32:46			00:00:00
700	2101558242	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:33:22			00:00:00
700	2101558243	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:33:42			00:00:00
700	2101558244	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:33:42			00:00:00
700	2101558245	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:35:30			00:00:00
700	2101558246	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:35:43			00:00:00
700	2101558247	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:37:19			00:00:00
700	2101558248	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:37:21			00:00:00
700	2101558249	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:37:32			00:00:00
700	2101558250	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:41:30			00:00:00
700	2101558251	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:41:43			00:00:00
700	2101558252	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:42:05			00:00:00
700	2101558253	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:44:31			00:00:00
700	2101558254	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:44:31			00:00:00
700	2101558255	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:45:03			00:00:00
700	2101558256	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:46:06			00:00:00
700	2101558257	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:47:01			00:00:00
700	2101558258	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:47:01			00:00:00
700	2101558259	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:47:38			00:00:00
700	2101558260	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:49:13			00:00:00
700	2101558261	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:49:19			00:00:00
700	2101558262	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:50:49			00:00:00
700	2101558263	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:55:20			00:00:00
700	2101558264	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:57:09			00:00:00
700	2101558265	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:57:57			00:00:00
700	2101558266	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:57:57			00:00:00
700	2101558267	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	04:00:43			00:00:00
700	2101558268	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	04:00:43			00:00:00
700	2101558269	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	04:00:55			00:00:00
700	2101558270	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	04:03:00			00:00:00
700	2101558271	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	03:57:16			00:00:00
700	2101558272	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	07:56:36			00:00:00
700	2101558273	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	08:38:27			00:00:00
700	2101558274	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	09:10:18			00:00:00
700	2101558275	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	09:15:46			00:00:00
700	2101558281	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	04:04:05			00:00:00
700	2101558282	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	04:05:00			00:00:00
700	2101558283	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	04:05:22			00:00:00
700	2101558284	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	04:08:08			00:00:00
700	2101558285	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	04:09:20			00:00:00
700	2101558286	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	04:11:09			00:00:00
700	2101558287	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	04:11:50			00:00:00
700	2101558288	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	04:14:10			00:00:00
700	2101558289	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	04:14:50			00:00:00
700	2101558290	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	04:15:36			00:00:00
700	2101558291	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	04:20:13			00:00:00
700	2101558292	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	04:20:13			00:00:00
700	2101558293	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	04:21:54			00:00:00
700	2101558294	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	04:23:05			00:00:00
700	2101558295	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	04:23:45			00:00:00
700	2101558296	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	04:24:04			00:00:00
700	2101558297	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	04:24:33			00:00:00
700	2101558298	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	04:29:48			00:00:00
700	2101558299	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	04:31:30			00:00:00
700	2101558300	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	04:31:57			00:00:00
700	2101558301	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	04:32:16			00:00:00
700	2101558302	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	04:36:32			00:00:00
700	2101558303	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	04:39:18			00:00:00
700	2101558304	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	04:40:52			00:00:00
700	2101558305	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	04:41:00			00:00:00
700	2101558306	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	04:41:22			00:00:00
700	2101558307	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	04:41:58			00:00:00
700	2101558308	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	04:45:30			00:00:00
700	2101558309	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	04:45:49			00:00:00
700	2101558310	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	04:47:10			00:00:00
700	2101558311	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	04:47:43			00:00:00
700	2101558312	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	04:47:50			00:00:00
700	2101558313	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	04:50:09			00:00:00
700	2101558314	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	04:53:28			00:00:00
700	2101558315	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	04:54:37			00:00:00
700	2101558316	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	04:55:26			00:00:00
700	2101558317	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	04:55:40			00:00:00
700	2101558318	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	04:57:45			00:00:00
700	2101558319	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:02:33			00:00:00
700	2101558320	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:05:25			00:00:00
700	2101558321	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:06:18			00:00:00
700	2101558322	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:06:55			00:00:00
700	2101558323	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:06:57			00:00:00
700	2101558324	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:06:57			00:00:00
700	2101558325	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:06:58			00:00:00
700	2101558326	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:07:09			00:00:00
700	2101558327	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:08:20			00:00:00
700	2101558328	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:08:32			00:00:00
700	2101558329	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:10:48			00:00:00
700	2101558330	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:14:43			00:00:00
700	2101558331	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:16:21			00:00:00
700	2101558332	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:16:35			00:00:00
700	2101558333	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:16:37			00:00:00
700	2101558334	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:17:31			00:00:00
700	2101558335	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:17:34			00:00:00
700	2101558336	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:18:17			00:00:00
700	2101558337	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:19:06			00:00:00
700	2101558338	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:19:12			00:00:00
700	2101558339	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:20:17			00:00:00
700	2101558340	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:20:50			00:00:00
700	2101558341	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:21:22			00:00:00
700	2101558342	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:22:27			00:00:00
700	2101558343	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:24:32			00:00:00
700	2101558344	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:25:28			00:00:00
700	2101558345	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:25:28			00:00:00
700	2101558346	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:25:35			00:00:00
700	2101558347	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:25:35			00:00:00
700	2101558348	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:25:40			00:00:00
700	2101558349	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:25:40			00:00:00
700	2101558350	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:25:55			00:00:00
700	2101558351	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:25:55			00:00:00
700	2101558352	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:26:18			00:00:00
700	2101558353	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:28:34			00:00:00
700	2101558354	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:28:39			00:00:00
700	2101558355	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:29:16			00:00:00
700	2101558356	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:29:37			00:00:00
700	2101558357	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:31:32			00:00:00
700	2101558358	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:33:03			00:00:00
700	2101558359	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:33:28			00:00:00
700	2101558360	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:34:24			00:00:00
700	2101558361	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:34:31			00:00:00
700	2101558362	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:34:45			00:00:00
700	2101558363	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:35:22			00:00:00
700	2101558364	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:36:49			00:00:00
700	2101558365	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:38:13			00:00:00
700	2101558366	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:38:30			00:00:00
700	2101558367	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:38:30			00:00:00
700	2101558368	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:38:59			00:00:00
700	2101558369	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:38:59			00:00:00
700	2101558370	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:39:18			00:00:00
700	2101558371	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:39:18			00:00:00
700	2101558372	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:39:26			00:00:00
700	2101558373	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:39:34			00:00:00
700	2101558374	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:40:23			00:00:00
700	2101558375	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:41:04			00:00:00
700	2101558376	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:41:09			00:00:00
700	2101558377	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:41:14			00:00:00
700	2101558378	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:41:23			00:00:00
700	2101558379	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:42:22			00:00:00
700	2101558380	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:43:18			00:00:00
700	2101558381	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:44:07			00:00:00
700	2101558382	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:44:15			00:00:00
700	2101558383	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:45:07			00:00:00
700	2101558384	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:46:02			00:00:00
700	2101558385	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:46:07			00:00:00
700	2101558386	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:46:59			00:00:00
700	2101558387	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:47:37			00:00:00
700	2101558388	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:47:48			00:00:00
700	2101558389	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:48:02			00:00:00
700	2101558390	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:49:23			00:00:00
700	2101558391	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:49:27			00:00:00
700	2101558392	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:49:47			00:00:00
700	2101558393	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:51:42			00:00:00
700	2101558394	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:52:34			00:00:00
700	2101558395	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:54:44			00:00:00
700	2101558396	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:57:04			00:00:00
700	2101558397	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:57:37			00:00:00
700	2101558398	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:57:47			00:00:00
700	2101558399	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:58:52			00:00:00
700	2101558400	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	06:00:47			00:00:00
700	2101558401	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	06:03:05			00:00:00
700	2101558402	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	06:03:42			00:00:00
700	2101558403	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	06:09:34			00:00:00
700	2101558404	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	06:12:03			00:00:00
700	2101558405	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	06:13:14			00:00:00
700	2101558406	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	06:14:28			00:00:00
700	2101558407	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	06:34:57			00:00:00
700	2101558408	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	06:42:16			00:00:00
700	2101558409	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	06:42:16			00:00:00
700	2101558410	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	06:49:53			00:00:00
700	2101558411	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	07:00:25			00:00:00
700	2101558412	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	07:03:44			00:00:00
700	2101558413	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	07:09:05			00:00:00
700	2101558414	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	07:09:50			00:00:00
700	2101558415	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	07:10:25			00:00:00
700	2101558416	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	07:11:32			00:00:00
700	2101558417	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	07:13:23			00:00:00
