MANDT	FKNUM	VBTYP	FKART	STERM	PRSDT	BUDAT	EXTI1	EXTI2	STBER	STFRE	STABR	ERNAM	ERDAT	ERZET	AENAM	AEDAT	AEZET
700	1600699193	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	06:04:38			00:00:00
700	1600699194	a	Z006		31.03.2026				C			SCLADMIN	31.03.2026	06:04:38			00:00:00
700	1600699195	a	Z006		31.03.2026				C			SCLADMIN	31.03.2026	06:04:38			00:00:00
700	1600699196	a	Z006		27.03.2026				C			SCLADMIN	31.03.2026	06:04:39			00:00:00
700	1600699197	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	06:11:22			00:00:00
700	1600699198	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	06:11:23			00:00:00
700	1600699199	a	Z006		31.03.2026				C			SCLADMIN	31.03.2026	06:11:23			00:00:00
700	1600699200	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	06:11:25			00:00:00
700	1600699201	a	Z006		31.03.2026				C			SCLADMIN	31.03.2026	06:11:25			00:00:00
700	1600699202	a	Z006		31.03.2026				C			SCLADMIN	31.03.2026	06:13:02			00:00:00
700	1600699203	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	06:14:43			00:00:00
700	1600699204	a	Z006		28.03.2026				C			SCLADMIN	31.03.2026	06:15:02			00:00:00
700	1600699205	a	Z006		31.03.2026				C			SCLADMIN	31.03.2026	06:18:12			00:00:00
700	1600699206	a	Z006		29.03.2026				C			SCLADMIN	31.03.2026	06:18:13			00:00:00
700	1600699207	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	06:19:38			00:00:00
700	1600699208	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	06:21:38			00:00:00
700	1600699209	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	06:23:48			00:00:00
700	1600699210	a	Z006		31.03.2026				C			SCLADMIN	31.03.2026	06:25:07			00:00:00
700	1600699211	a	Z006		31.03.2026				C			SCLADMIN	31.03.2026	06:25:08			00:00:00
700	1600699212	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	06:28:27			00:00:00
700	1600699213	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	06:28:28			00:00:00
700	1600699214	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	06:30:38			00:00:00
700	1600699215	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	06:31:57			00:00:00
700	1600699216	a	Z006		31.03.2026				C			SCLADMIN	31.03.2026	06:35:27			00:00:00
700	1600699217	a	Z006		27.03.2026				C			SCLADMIN	31.03.2026	06:35:28			00:00:00
700	1600699218	a	Z006		29.03.2026				C			SCLADMIN	31.03.2026	06:35:29			00:00:00
700	1600699219	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	06:35:29			00:00:00
700	1600699220	a	Z006		31.03.2026				C			SCLADMIN	31.03.2026	06:38:57			00:00:00
700	1600699221	a	Z006		27.03.2026				C			SCLADMIN	31.03.2026	06:38:57			00:00:00
700	1600699222	a	Z006		29.03.2026				C			SCLADMIN	31.03.2026	06:41:07			00:00:00
700	1600699223	a	Z006		29.03.2026				C			SCLADMIN	31.03.2026	06:41:47			00:00:00
700	1600699224	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	06:42:17			00:00:00
700	1600699225	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	06:42:18			00:00:00
700	1600699226	a	Z006		29.03.2026				C			SCLADMIN	31.03.2026	06:42:18			00:00:00
700	1600699227	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	06:45:37			00:00:00
700	1600699228	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	06:45:40			00:00:00
700	1600699229	a	Z006		31.03.2026				C			SCLADMIN	31.03.2026	06:48:57			00:00:00
700	1600699230	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	06:48:57			00:00:00
700	1600699231	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	06:48:57			00:00:00
700	1600699232	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	06:48:58			00:00:00
700	1600699233	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	06:49:00			00:00:00
700	1600699234	a	Z006		29.03.2026				C			SCLADMIN	31.03.2026	06:51:42			00:00:00
700	1600699235	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	06:52:17			00:00:00
700	1600699236	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	06:55:47			00:00:00
700	1600699237	a	Z006		29.03.2026				C			SCLADMIN	31.03.2026	06:55:48			00:00:00
700	1600699238	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	06:59:13			00:00:00
700	1600699239	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	07:01:22			00:00:00
700	1600699240	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	07:01:27			00:00:00
700	1600699241	a	Z006		27.03.2026				C			SCLADMIN	31.03.2026	07:02:33			00:00:00
700	1600699242	a	Z006		31.03.2026				C			SCLADMIN	31.03.2026	07:02:37			00:00:00
700	1600699243	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	07:02:39			00:00:00
700	1600699244	a	Z006		29.03.2026				C			SCLADMIN	31.03.2026	07:06:06			00:00:00
700	1600699245	a	Z006		29.03.2026				C			SCLADMIN	31.03.2026	07:06:07			00:00:00
700	1600699246	a	Z006		31.03.2026				C			SCLADMIN	31.03.2026	07:09:12			00:00:00
700	1600699247	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	07:09:14			00:00:00
700	1600699248	a	Z006		31.03.2026				C			SCLADMIN	31.03.2026	07:15:57			00:00:00
700	1600699249	a	Z006		31.03.2026				C			SCLADMIN	31.03.2026	07:19:28			00:00:00
700	1600699250	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	07:19:41			00:00:00
700	1600699251	a	Z006		31.03.2026				C			SCLADMIN	31.03.2026	07:22:42			00:00:00
700	1600699252	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	07:22:43			00:00:00
700	1600699253	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	07:24:42			00:00:00
700	1600699254	a	Z006		27.03.2026				C			SCLADMIN	31.03.2026	07:29:32			00:00:00
700	1600699255	a	Z006		29.03.2026				C			SCLADMIN	31.03.2026	07:29:32			00:00:00
700	1600699256	a	Z006		29.03.2026				C			SCLADMIN	31.03.2026	07:31:07			00:00:00
700	1600699257	a	Z006		29.03.2026				C			SCLADMIN	31.03.2026	07:31:42			00:00:00
700	1600699258	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	07:32:57			00:00:00
700	1600699259	a	Z006		29.03.2026				C			SCLADMIN	31.03.2026	07:32:57			00:00:00
700	1600699260	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	07:32:59			00:00:00
700	1600699261	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	07:36:43			00:00:00
700	1600699262	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	07:36:43			00:00:00
700	1600699263	a	Z006		28.03.2026				C			SCLADMIN	31.03.2026	07:36:44			00:00:00
700	1600699264	a	Z006		26.03.2026				C			SCLADMIN	31.03.2026	07:37:22			00:00:00
700	1600699265	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	07:43:38			00:00:00
700	1600699266	a	Z006		26.03.2026				C			SCLADMIN	31.03.2026	07:43:38			00:00:00
700	1600699267	a	Z006		27.03.2026				C			SCLADMIN	31.03.2026	07:43:39			00:00:00
700	1600699268	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	07:45:42			00:00:00
700	1600699269	a	Z006		29.03.2026				C			SCLADMIN	31.03.2026	07:46:02			00:00:00
700	1600699270	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	07:46:52			00:00:00
700	1600699271	a	Z006		31.03.2026				C			SCLADMIN	31.03.2026	07:46:52			00:00:00
700	1600699272	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	07:46:52			00:00:00
700	1600699273	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	07:47:17			00:00:00
700	1600699274	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	07:53:47			00:00:00
700	1600699275	a	Z006		31.03.2026				C			SCLADMIN	31.03.2026	07:53:49			00:00:00
700	1600699276	a	Z006		31.03.2026				C			SCLADMIN	31.03.2026	07:57:02			00:00:00
700	1600699277	a	Z006		29.03.2026				C			SCLADMIN	31.03.2026	07:57:03			00:00:00
700	1600699278	a	Z006		29.03.2026				C			SCLADMIN	31.03.2026	07:57:04			00:00:00
700	1600699279	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	07:57:05			00:00:00
700	1600699280	a	Z006		29.03.2026				C			SCLADMIN	31.03.2026	07:57:06			00:00:00
700	1600699281	a	Z006		31.03.2026				C			SCLADMIN	31.03.2026	08:00:37			00:00:00
700	1600699282	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	08:00:37			00:00:00
700	1600699283	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	08:00:39			00:00:00
700	1600699284	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	08:02:27			00:00:00
700	1600699285	a	Z006		31.03.2026				C			SCLADMIN	31.03.2026	08:04:07			00:00:00
700	1600699286	a	Z006		29.03.2026				C			SCLADMIN	31.03.2026	08:04:08			00:00:00
700	1600699287	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	08:04:08			00:00:00
700	1600699288	a	Z006		31.03.2026				C			SCLADMIN	31.03.2026	08:07:27			00:00:00
700	1600699289	a	Z006		31.03.2026				C			SCLADMIN	31.03.2026	08:07:29			00:00:00
700	1600699290	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	08:07:29			00:00:00
700	1600699291	a	Z006		29.03.2026				C			SCLADMIN	31.03.2026	08:10:43			00:00:00
700	1600699292	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	08:10:43			00:00:00
700	1600699293	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	08:11:22			00:00:00
700	1600699294	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	08:14:07			00:00:00
700	1600699295	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	08:14:07			00:00:00
700	1600699296	a	Z006		31.03.2026				C			SCLADMIN	31.03.2026	08:14:07			00:00:00
700	1600699297	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	08:14:09			00:00:00
700	1600699298	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	08:17:17			00:00:00
700	1600699299	a	Z006		31.03.2026				C			SCLADMIN	31.03.2026	08:17:17			00:00:00
700	1600699300	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	08:20:37			00:00:00
700	1600699301	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	08:23:57			00:00:00
700	1600699302	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	08:23:59			00:00:00
700	1600699303	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	08:24:01			00:00:00
700	1600699304	a	Z006		29.03.2026				C			SCLADMIN	31.03.2026	08:24:33			00:00:00
700	1600699305	a	Z006		29.03.2026				C			SCLADMIN	31.03.2026	08:27:22			00:00:00
700	1600699306	a	Z006		31.03.2026				C			SCLADMIN	31.03.2026	08:27:23			00:00:00
700	1600699307	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	08:33:52			00:00:00
700	1600699308	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	08:36:52			00:00:00
700	1600699309	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	08:36:53			00:00:00
700	1600699310	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	08:36:55			00:00:00
700	1600699311	a	Z006		31.03.2026				C			SCLADMIN	31.03.2026	08:36:55			00:00:00
700	1600699312	a	Z006		31.03.2026				C			SCLADMIN	31.03.2026	08:40:22			00:00:00
700	1600699313	a	Z006		31.03.2026				C			SCLADMIN	31.03.2026	08:40:24			00:00:00
700	1600699314	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	08:43:32			00:00:00
700	1600699315	a	Z006		29.03.2026				C			SCLADMIN	31.03.2026	08:43:32			00:00:00
700	1600699316	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	08:46:53			00:00:00
700	1600699317	a	Z006		29.03.2026				C			SCLADMIN	31.03.2026	08:46:55			00:00:00
700	1600699318	a	Z006		28.03.2026				C			SCLADMIN	31.03.2026	08:48:57			00:00:00
700	1600699319	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	08:50:18			00:00:00
700	1600699320	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	08:50:18			00:00:00
700	1600699321	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	08:50:19			00:00:00
700	1600699322	a	Z006		31.03.2026				C			SCLADMIN	31.03.2026	09:00:12			00:00:00
700	1600699323	a	Z006		31.03.2026				C			SCLADMIN	31.03.2026	09:00:12			00:00:00
700	1600699324	a	Z006		31.03.2026				C			SCLADMIN	31.03.2026	09:00:12			00:00:00
700	1600699325	a	Z006		27.03.2026				C			SCLADMIN	31.03.2026	09:03:38			00:00:00
700	1600699326	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	09:07:08			00:00:00
700	1600699327	a	Z006		28.03.2026				C			SCLADMIN	31.03.2026	09:07:08			00:00:00
700	1600699329	a	Z006		31.03.2026				C			SCLADMIN	31.03.2026	09:10:39			00:00:00
700	1600699330	a	Z006		28.03.2026				C			SCLADMIN	31.03.2026	09:13:47			00:00:00
700	1600699331	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	09:13:47			00:00:00
700	1600699332	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	09:13:47			00:00:00
700	1600699333	a	Z006		31.03.2026				C			SCLADMIN	31.03.2026	09:13:51			00:00:00
700	1600699334	a	Z006		31.03.2026				C			SCLADMIN	31.03.2026	09:17:07			00:00:00
700	1600699335	a	Z006		31.03.2026				C			SCLADMIN	31.03.2026	09:17:07			00:00:00
700	1800004728	a	Z008		30.03.2026				C			SCLADMIN	31.03.2026	02:43:08			00:00:00
700	1900073370	a	Y001		30.03.2026				C			SCLADMIN	31.03.2026	00:36:23			00:00:00
700	1900073381	a	Y001		30.03.2026				C			SCLADMIN	31.03.2026	00:53:13			00:00:00
700	1900073382	a	Y001		28.03.2026				C			SCLADMIN	31.03.2026	04:02:42			00:00:00
700	1900073383	a	Y001		30.03.2026				C			SCLADMIN	31.03.2026	06:46:17			00:00:00
700	1900073384	a	Y001		30.03.2026				C			SCLADMIN	31.03.2026	06:53:53			00:00:00
700	1900073385	a	Y001		30.03.2026				C			SCLADMIN	31.03.2026	07:07:08			00:00:00
700	1900073386	a	Y001		30.03.2026				C			SCLADMIN	31.03.2026	07:18:29			00:00:00
700	1900073387	a	Y001		30.03.2026				C			SCLADMIN	31.03.2026	07:31:09			00:00:00
700	1900073388	a	Y001		30.03.2026				C			SCLADMIN	31.03.2026	07:35:38			00:00:00
700	1900073389	a	Y001		30.03.2026				C			SCLADMIN	31.03.2026	07:37:26			00:00:00
700	1900073390	a	Y001		30.03.2026				C			SCLADMIN	31.03.2026	08:19:18			00:00:00
700	1900073391	a	Y001		30.03.2026				C			SCLADMIN	31.03.2026	08:41:28			00:00:00
700	1900073392	a	Y001		30.03.2026				C			SCLADMIN	31.03.2026	08:50:18			00:00:00
700	1900073393	a	Y001		30.03.2026				C			SCLADMIN	31.03.2026	09:16:48			00:00:00
700	2101557800	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:19:28			00:00:00
700	2101557904	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	05:39:40			00:00:00
700	2101557905	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	07:25:27			00:00:00
700	2101558001	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:01:55			00:00:00
700	2101558002	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:01:59			00:00:00
700	2101558003	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:04:19			00:00:00
700	2101558004	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:04:33			00:00:00
700	2101558005	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:05:15			00:00:00
700	2101558006	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:05:29			00:00:00
700	2101558007	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:06:24			00:00:00
700	2101558008	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:06:59			00:00:00
700	2101558009	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:08:38			00:00:00
700	2101558010	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:09:08			00:00:00
700	2101558011	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:09:48			00:00:00
700	2101558012	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:09:53			00:00:00
700	2101558013	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:10:24			00:00:00
700	2101558014	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:10:39			00:00:00
700	2101558015	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:11:14			00:00:00
700	2101558016	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:11:48			00:00:00
700	2101558017	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:13:03			00:00:00
700	2101558018	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:13:33			00:00:00
700	2101558019	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:13:40			00:00:00
700	2101558020	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:14:17			00:00:00
700	2101558021	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:14:18			00:00:00
700	2101558022	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:15:05			00:00:00
700	2101558023	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:16:35			00:00:00
700	2101558024	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:16:44			00:00:00
700	2101558025	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:17:03			00:00:00
700	2101558026	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:17:29			00:00:00
700	2101558027	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:17:58			00:00:00
700	2101558028	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:18:13			00:00:00
700	2101558029	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:18:53			00:00:00
700	2101558030	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:19:33			00:00:00
700	2101558031	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:19:39			00:00:00
700	2101558032	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:20:22			00:00:00
700	2101558033	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:20:55			00:00:00
700	2101558034	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:21:28			00:00:00
700	2101558035	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:24:09			00:00:00
700	2101558036	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:25:54			00:00:00
700	2101558037	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:26:02			00:00:00
700	2101558038	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:26:28			00:00:00
700	2101558039	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:27:19			00:00:00
700	2101558040	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:29:55			00:00:00
700	2101558041	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:30:55			00:00:00
700	2101558042	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:31:58			00:00:00
700	2101558043	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:33:04			00:00:00
700	2101558044	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:33:44			00:00:00
700	2101558045	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:36:34			00:00:00
700	2101558046	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:38:21			00:00:00
700	2101558047	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:38:30			00:00:00
700	2101558048	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:38:34			00:00:00
700	2101558049	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:38:59			00:00:00
700	2101558050	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:42:33			00:00:00
700	2101558051	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:43:24			00:00:00
700	2101558052	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:43:29			00:00:00
700	2101558053	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:45:02			00:00:00
700	2101558054	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:45:08			00:00:00
700	2101558055	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:49:46			00:00:00
700	2101558056	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:53:09			00:00:00
700	2101558057	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:53:33			00:00:00
700	2101558058	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:54:46			00:00:00
700	2101558059	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:54:59			00:00:00
700	2101558060	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:55:14			00:00:00
700	2101558061	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:57:13			00:00:00
700	2101558062	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:58:43			00:00:00
700	2101558063	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:58:59			00:00:00
700	2101558064	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:00:43			00:00:00
700	2101558065	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:03:33			00:00:00
700	2101558066	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:03:35			00:00:00
700	2101558067	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:04:00			00:00:00
700	2101558068	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:05:10			00:00:00
700	2101558069	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:05:53			00:00:00
700	2101558070	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:05:54			00:00:00
700	2101558071	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	00:59:05			00:00:00
700	2101558072	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:19:41			00:00:00
700	2101558073	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	02:34:17			00:00:00
700	2101558074	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	07:56:50			00:00:00
700	2101558075	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	08:35:16			00:00:00
700	2101558081	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:06:45			00:00:00
700	2101558082	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:07:55			00:00:00
700	2101558083	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:07:55			00:00:00
700	2101558084	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:07:55			00:00:00
700	2101558085	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:08:03			00:00:00
700	2101558086	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:08:08			00:00:00
700	2101558087	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:10:28			00:00:00
700	2101558088	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:10:38			00:00:00
700	2101558089	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:10:38			00:00:00
700	2101558090	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:12:33			00:00:00
700	2101558091	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:13:57			00:00:00
700	2101558092	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:14:38			00:00:00
700	2101558093	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:15:19			00:00:00
700	2101558094	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:16:33			00:00:00
700	2101558095	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:18:43			00:00:00
700	2101558096	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:19:21			00:00:00
700	2101558097	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:19:33			00:00:00
700	2101558098	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:19:36			00:00:00
700	2101558099	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:23:17			00:00:00
700	2101558100	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:23:18			00:00:00
700	2101558101	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:24:19			00:00:00
700	2101558102	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:24:23			00:00:00
700	2101558103	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:25:50			00:00:00
700	2101558104	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:27:05			00:00:00
700	2101558105	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:28:09			00:00:00
700	2101558106	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:30:28			00:00:00
700	2101558107	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:31:10			00:00:00
700	2101558108	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:32:50			00:00:00
700	2101558109	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:32:59			00:00:00
700	2101558110	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:33:18			00:00:00
700	2101558111	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:33:49			00:00:00
700	2101558112	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:34:48			00:00:00
700	2101558113	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:34:55			00:00:00
700	2101558114	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:35:43			00:00:00
700	2101558115	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:37:38			00:00:00
700	2101558116	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:39:58			00:00:00
700	2101558117	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:41:30			00:00:00
700	2101558118	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:41:37			00:00:00
700	2101558119	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:42:04			00:00:00
700	2101558120	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:42:14			00:00:00
700	2101558121	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:42:48			00:00:00
700	2101558122	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:43:05			00:00:00
700	2101558123	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:43:19			00:00:00
700	2101558124	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:43:25			00:00:00
700	2101558125	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:43:43			00:00:00
700	2101558126	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:43:46			00:00:00
700	2101558127	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:45:14			00:00:00
700	2101558128	a	Y003		31.03.2026				C			SCLADMIN	31.03.2026	01:46:16			00:00:00
