SESSION|QS4/700 located at connection[1] session[0]|user=QNOVATE8
TABLE|VFKP
TITLE|Data Browser: Table VFKP Select Entries        200
SBAR|Selection restricted to 200 hits
ALV|rows=200|cols=64
HDR|MANDT	FKNUM	FKPOS	FKPTY	BUKRS	NETWR	MWSBP	WAERS	MWSKZ	PRSDT	BUDAT	EXTI1	EXTI2	TPLST	VSART	KALSM	KNUMV	WERKS	EKORG	EKGRP	EBELN	EBELP	LBLNI	PARVW	TDLNR	RECHS	KURST	KOSTY	REFTY	REBEL	REPOS	POSTX	KNTTP	BKLAS	STBER	DTBER	UZBER	STFRE	DTFRE	UZFRE	STABR	DTABR	UZABR	ERNAM	ERDAT	ERZET	AENAM	AEDAT	AEZET	LOGSYS	KSTAU	TRFZNA	TRFZNZ	TXJCD	BASWR	SLAND1_A	SLAND1_Z	FKSTO	KZWI1	KZWI2	KZWI3	KZWI4	KZWI5	KZWI6	
ROW106|700	2100069897	000001	Z007	1000	5,407.20	0.00	INR		03.03.2024	03.03.2024	2100069956		1040	01	ZSCL01	0001045781					00000		SP	0013000913			B	8	2100069956	000001	2100069956 RHIHRLYSIDING	K	3101	C	03.03.2024	17:37:42			00:00:00			00:00:00	SCLADMIN	03.03.2024	17:37:42			00:00:00		C				0.00	IN	IN		5,407.20	0.00	5,407.20	0.00	0.00	0.00	
ROW107|700	2100070293	000001	Z007	1000	5,394.00	0.00	INR		03.03.2024	03.03.2024	2100070362		1040	01	ZSCL01	0001050097					00000		SP	0013000913			B	8	2100070362	000001	2100070362 RHIHRLYSIDING	K	3101	C	03.03.2024	20:21:04			00:00:00			00:00:00	SCLADMIN	03.03.2024	20:21:04			00:00:00		C				0.00	IN	IN		5,394.00	0.00	5,394.00	0.00	0.00	0.00	
ROW108|700	2100070411	000001	Z007	1000	5,402.40	0.00	INR		03.03.2024	03.03.2024	2100070470		1040	01	ZSCL01	0001051084					00000		SP	0013000913			B	8	2100070470	000001	2100070470 RHIHRLYSIDING	K	3101	C	03.03.2024	21:00:20			00:00:00			00:00:00	SCLADMIN	03.03.2024	21:00:20			00:00:00		C				0.00	IN	IN		5,402.40	0.00	5,402.40	0.00	0.00	0.00	
ROW109|700	2100070566	000001	Z007	1000	5,394.00	0.00	INR		03.03.2024	03.03.2024	2100070625		1040	01	ZSCL01	0001052447					00000		SP	0013000913			B	8	2100070625	000001	2100070625 RHIHRLYSIDING	K	3101	C	03.03.2024	22:03:29			00:00:00			00:00:00	SCLADMIN	03.03.2024	22:03:29			00:00:00		C				0.00	IN	IN		5,394.00	0.00	5,394.00	0.00	0.00	0.00	
ROW110|700	2100071256	000001	Z007	1000	5,407.20	0.00	INR		04.03.2024	04.03.2024	2100071325		1040	01	ZSCL01	0001056404					00000		SP	0013000913			B	8	2100071325	000001	2100071325 RHIHRLYSIDING	K	3101	C	04.03.2024	04:36:04			00:00:00			00:00:00	SCLADMIN	04.03.2024	04:36:04			00:00:00		C				0.00	IN	IN		5,407.20	0.00	5,407.20	0.00	0.00	0.00	
ROW111|700	2100071459	000001	Z007	1000	5,394.00	0.00	INR		04.03.2024	04.03.2024	2100071528		1040	01	ZSCL01	0001057395					00000		SP	0013000913			B	8	2100071528	000001	2100071528 RHIHRLYSIDING	K	3101	C	04.03.2024	08:04:24			00:00:00			00:00:00	SCLADMIN	04.03.2024	08:04:24			00:00:00		C				0.00	IN	IN		5,394.00	0.00	5,394.00	0.00	0.00	0.00	
ROW112|700	2100071499	000001	Z007	1000	5,407.20	0.00	INR		04.03.2024	04.03.2024	2100071568		1040	01	ZSCL01	0001057750					00000		SP	0013000913			B	8	2100071568	000001	2100071568 RHIHRLYSIDING	K	3101	C	04.03.2024	09:08:15			00:00:00			00:00:00	SCLADMIN	04.03.2024	09:08:15			00:00:00		C				0.00	IN	IN		5,407.20	0.00	5,407.20	0.00	0.00	0.00	
ROW113|700	2100071677	000001	Z007	1000	5,407.20	0.00	INR		04.03.2024	04.03.2024	2100071756		1040	01	ZSCL01	0001060467					00000		SP	0013000913			B	8	2100071756	000001	2100071756 RHIHRLYSIDING	K	3101	C	04.03.2024	12:04:19			00:00:00			00:00:00	SCLADMIN	04.03.2024	12:04:19			00:00:00		C				0.00	IN	IN		5,407.20	0.00	5,407.20	0.00	0.00	0.00	
ROW114|700	2100072039	000001	Z007	1000	5,394.00	0.00	INR		04.03.2024	04.03.2024	2100072118		1040	01	ZSCL01	0001067584					00000		SP	0013000913			B	8	2100072118	000001	2100072118 RHIHRLYSIDING	K	3101	C	04.03.2024	16:40:46			00:00:00			00:00:00	SCLADMIN	04.03.2024	16:40:46			00:00:00		C				0.00	IN	IN		5,394.00	0.00	5,394.00	0.00	0.00	0.00	
ROW115|700	2100072040	000001	Z007	1000	5,407.20	0.00	INR		04.03.2024	04.03.2024	2100072119		1040	01	ZSCL01	0001067599					00000		SP	0013000913			B	8	2100072119	000001	2100072119 RHIHRLYSIDING	K	3101	C	04.03.2024	16:41:42			00:00:00			00:00:00	SCLADMIN	04.03.2024	16:41:42			00:00:00		C				0.00	IN	IN		5,407.20	0.00	5,407.20	0.00	0.00	0.00	
ROW116|700	2100073178	000001	Z007	1000	5,402.40	0.00	INR		05.03.2024	05.03.2024	2100073255		1040	01	ZSCL01	0001084017					00000		SP	0013000913			B	8	2100073255	000001	2100073255 RHIHRLYSIDING	K	3101	C	05.03.2024	01:13:28			00:00:00			00:00:00	SCLADMIN	05.03.2024	01:13:28			00:00:00		C				0.00	IN	IN		5,402.40	0.00	5,402.40	0.00	0.00	0.00	
ROW117|700	2100073340	000001	Z007	1000	5,394.00	0.00	INR		05.03.2024	05.03.2024	2100073417		1040	01	ZSCL01	0001084892					00000		SP	0013000913			B	8	2100073417	000001	2100073417 RHIHRLYSIDING	K	3101	C	05.03.2024	02:53:58			00:00:00			00:00:00	SCLADMIN	05.03.2024	02:53:58			00:00:00		C				0.00	IN	IN		5,394.00	0.00	5,394.00	0.00	0.00	0.00	
ROW118|700	2100073902	000001	Z007	1000	5,407.20	0.00	INR		05.03.2024	05.03.2024	2100073989		1040	01	ZSCL01	0001089229					00000		SP	0013000913			B	8	2100073989	000001	2100073989 RHIHRLYSIDING	K	3101	C	05.03.2024	10:14:14			00:00:00			00:00:00	SCLADMIN	05.03.2024	10:14:14			00:00:00		C				0.00	IN	IN		5,407.20	0.00	5,407.20	0.00	0.00	0.00	
ROW119|700	2100073927	000001	Z007	1000	5,396.40	0.00	INR		05.03.2024	05.03.2024	2100074014		1040	01	ZSCL01	0001090315					00000		SP	0013000913			B	8	2100074014	000001	2100074014 RHIHRLYSIDING	K	3101	C	05.03.2024	10:45:51			00:00:00			00:00:00	SCLADMIN	05.03.2024	10:45:51			00:00:00		C				0.00	IN	IN		5,396.40	0.00	5,396.40	0.00	0.00	0.00	
ROW120|700	2100074225	000001	Z007	1000	5,394.00	0.00	INR		05.03.2024	05.03.2024	2100074316		1040	01	ZSCL01	0001099059					00000		SP	0013000913			B	8	2100074316	000001	2100074316 RHIHRLYSIDING	K	3101	C	05.03.2024	14:58:29			00:00:00			00:00:00	SCLADMIN	05.03.2024	14:58:29			00:00:00		C				0.00	IN	IN		5,394.00	0.00	5,394.00	0.00	0.00	0.00	
ROW121|700	2100074884	000001	Z007	1000	5,402.40	0.00	INR		05.03.2024	05.03.2024	2100074985		1040	01	ZSCL01	0001115502					00000		SP	0013000913			B	8	2100074985	000001	2100074985 RHIHRLYSIDING	K	3101	C	05.03.2024	19:33:53			00:00:00			00:00:00	SCLADMIN	05.03.2024	19:33:53			00:00:00		C				0.00	IN	IN		5,402.40	0.00	5,402.40	0.00	0.00	0.00	
ROW122|700	2100075907	000001	Z007	1000	5,394.00	0.00	INR		06.03.2024	06.03.2024	2100076008		1040	01	ZSCL01	0001124465					00000		SP	0013000913			B	8	2100076008	000001	2100076008 RHIHRLYSIDING	K	3101	C	06.03.2024	07:01:04			00:00:00			00:00:00	SCLADMIN	06.03.2024	07:01:04			00:00:00		C				0.00	IN	IN		5,394.00	0.00	5,394.00	0.00	0.00	0.00	
ROW123|700	2100075930	000001	Z007	1000	5,402.40	0.00	INR		06.03.2024	06.03.2024	2100076031		1040	01	ZSCL01	0001124628					00000		SP	0013000913			B	8	2100076031	000001	2100076031 RHIHRLYSIDING	K	3101	C	06.03.2024	07:23:33			00:00:00			00:00:00	SCLADMIN	06.03.2024	07:23:33			00:00:00		C				0.00	IN	IN		5,402.40	0.00	5,402.40	0.00	0.00	0.00	
ROW124|700	2100076415	000001	Z007	1000	5,402.40	0.00	INR		06.03.2024	06.03.2024	2100076526		1040	01	ZSCL01	0001135604					00000		SP	0013000913			B	8	2100076526	000001	2100076526 RHIHRLYSIDING	K	3101	C	06.03.2024	14:54:51			00:00:00			00:00:00	SCLADMIN	06.03.2024	14:54:51			00:00:00		C				0.00	IN	IN		5,402.40	0.00	5,402.40	0.00	0.00	0.00	
ROW125|700	2100076486	000001	Z007	1000	5,396.40	0.00	INR		06.03.2024	06.03.2024	2100076597		1040	01	ZSCL01	0001137524					00000		SP	0013000913			B	8	2100076597	000001	2100076597 RHIHRLYSIDING	K	3101	C	06.03.2024	15:34:20			00:00:00			00:00:00	SCLADMIN	06.03.2024	15:34:20			00:00:00		C				0.00	IN	IN		5,396.40	0.00	5,396.40	0.00	0.00	0.00	
ROW126|700	2100076741	000001	Z007	1000	5,407.20	0.00	INR		06.03.2024	06.03.2024	2100076852		1040	01	ZSCL01	0001143194					00000		SP	0013000913			B	8	2100076852	000001	2100076852 RHIHRLYSIDING	K	3101	C	06.03.2024	17:42:25			00:00:00			00:00:00	SCLADMIN	06.03.2024	17:42:25			00:00:00		C				0.00	IN	IN		5,407.20	0.00	5,407.20	0.00	0.00	0.00	
ROW127|700	2100076832	000001	Z007	1000	5,402.40	0.00	INR		06.03.2024	06.03.2024	2100076943		1040	01	ZSCL01	0001146909					00000		SP	0013000913			B	8	2100076943	000001	2100076943 RHIHRLYSIDING	K	3101	C	06.03.2024	18:16:15			00:00:00			00:00:00	SCLADMIN	06.03.2024	18:16:15			00:00:00		C				0.00	IN	IN		5,402.40	0.00	5,402.40	0.00	0.00	0.00	
ROW128|700	2100077557	000001	Z007	1000	5,394.00	0.00	INR		06.03.2024	06.03.2024	2100077648		1040	01	ZSCL01	0001156915					00000		SP	0013000913			B	8	2100077648	000001	2100077648 RHIHRLYSIDING	K	3101	C	06.03.2024	23:56:54			00:00:00			00:00:00	SCLADMIN	06.03.2024	23:56:54			00:00:00		C				0.00	IN	IN		5,394.00	0.00	5,394.00	0.00	0.00	0.00	
ROW129|700	2100078162	000001	Z007	1000	5,407.20	0.00	INR		07.03.2024	07.03.2024	2100078253		1040	01	ZSCL01	0001160437					00000		SP	0013000913			B	8	2100078253	000001	2100078253 RHIHRLYSIDING	K	3101	C	07.03.2024	07:02:26			00:00:00			00:00:00	SCLADMIN	07.03.2024	07:02:26			00:00:00		C				0.00	IN	IN		5,407.20	0.00	5,407.20	0.00	0.00	0.00	
ROW130|700	2100078271	000001	Z007	1000	5,396.40	0.00	INR		07.03.2024	07.03.2024	2100078362		1040	01	ZSCL01	0001161192					00000		SP	0013000913			B	8	2100078362	000001	2100078362 RHIHRLYSIDING	K	3101	C	07.03.2024	09:09:08			00:00:00			00:00:00	SCLADMIN	07.03.2024	09:09:08			00:00:00		C				0.00	IN	IN		5,396.40	0.00	5,396.40	0.00	0.00	0.00	
ROW131|700	2100078318	000001	Z007	1000	5,402.40	0.00	INR		07.03.2024	07.03.2024	2100078409		1040	01	ZSCL01	0001161852					00000		SP	0013000913			B	8	2100078409	000001	2100078409 RHIHRLYSIDING	K	3101	C	07.03.2024	10:02:14			00:00:00			00:00:00	SCLADMIN	07.03.2024	10:02:14			00:00:00		C				0.00	IN	IN		5,402.40	0.00	5,402.40	0.00	0.00	0.00	
ROW132|700	2100078456	000001	Z007	1000	5,402.40	0.00	INR		07.03.2024	07.03.2024	2100078557		1040	01	ZSCL01	0001169231					00000		SP	0013000913			B	8	2100078557	000001	2100078557 RHIHRLYSIDING	K	3101	C	07.03.2024	12:30:20			00:00:00			00:00:00	SCLADMIN	07.03.2024	12:30:20			00:00:00		C				0.00	IN	IN		5,402.40	0.00	5,402.40	0.00	0.00	0.00	
ROW133|700	2100080094	000001	Z007	1000	5,394.00	0.00	INR		08.03.2024	08.03.2024	2100080205		1040	01	ZSCL01	0001213790					00000		SP	0013000913			B	8	2100080205	000001	2100080205 RHIHRLYSIDING	K	3101	C	08.03.2024	03:22:26			00:00:00			00:00:00	SCLADMIN	08.03.2024	03:22:26			00:00:00		C				0.00	IN	IN		5,394.00	0.00	5,394.00	0.00	0.00	0.00	
ROW134|700	2100080849	000001	Z007	1000	5,407.20	0.00	INR		08.03.2024	08.03.2024	2100080960		1040	01	ZSCL01	0001227811					00000		SP	0013000913			B	8	2100080960	000001	2100080960 RHIHRLYSIDING	K	3101	C	08.03.2024	14:57:15			00:00:00			00:00:00	SCLADMIN	08.03.2024	14:57:15			00:00:00		C				0.00	IN	IN		5,407.20	0.00	5,407.20	0.00	0.00	0.00	
ROW135|700	2100080880	000001	Z007	1000	5,407.20	0.00	INR		08.03.2024	08.03.2024	2100080991		1040	01	ZSCL01	0001229229					00000		SP	0013000913			B	8	2100080991	000001	2100080991 RHIHRLYSIDING	K	3101	C	08.03.2024	15:12:05			00:00:00			00:00:00	SCLADMIN	08.03.2024	15:12:05			00:00:00		C				0.00	IN	IN		5,407.20	0.00	5,407.20	0.00	0.00	0.00	
ROW136|700	2100080898	000001	Z007	1000	5,394.00	0.00	INR		08.03.2024	08.03.2024	2100081009		1040	01	ZSCL01	0001229615					00000		SP	0013000913			B	8	2100081009	000001	2100081009 RHIHRLYSIDING	K	3101	C	08.03.2024	15:24:55			00:00:00			00:00:00	SCLADMIN	08.03.2024	15:24:55			00:00:00		C				0.00	IN	IN		5,394.00	0.00	5,394.00	0.00	0.00	0.00	
ROW137|700	2100081046	000001	Z007	1000	5,402.40	0.00	INR		08.03.2024	08.03.2024	2100081157		1040	01	ZSCL01	0001232400					00000		SP	0013000913			B	8	2100081157	000001	2100081157 RHIHRLYSIDING	K	3101	C	08.03.2024	16:33:52			00:00:00			00:00:00	SCLADMIN	08.03.2024	16:33:52			00:00:00		C				0.00	IN	IN		5,402.40	0.00	5,402.40	0.00	0.00	0.00	
ROW138|700	2100081272	000001	Z007	1000	5,394.00	0.00	INR		08.03.2024	08.03.2024	2100081383		1040	01	ZSCL01	0001236922					00000		SP	0013000913			B	8	2100081383	000001	2100081383 RHIHRLYSIDING	K	3101	C	08.03.2024	18:16:31			00:00:00			00:00:00	SCLADMIN	08.03.2024	18:16:31			00:00:00		C				0.00	IN	IN		5,394.00	0.00	5,394.00	0.00	0.00	0.00	
ROW139|700	2100081425	000001	Z007	1000	5,394.00	0.00	INR		08.03.2024	08.03.2024	2100081536		1040	01	ZSCL01	0001239843					00000		SP	0013000913			B	8	2100081536	000001	2100081536 RHIHRLYSIDING	K	3101	C	08.03.2024	19:23:05			00:00:00			00:00:00	SCLADMIN	08.03.2024	19:23:05			00:00:00		C				0.00	IN	IN		5,394.00	0.00	5,394.00	0.00	0.00	0.00	
ROW140|700	2100081579	000001	Z007	1000	5,396.40	0.00	INR		08.03.2024	08.03.2024	2100081690		1040	01	ZSCL01	0001241690					00000		SP	0013000913			B	8	2100081690	000001	2100081690 RHIHRLYSIDING	K	3101	C	08.03.2024	20:24:02			00:00:00			00:00:00	SCLADMIN	08.03.2024	20:24:02			00:00:00		C				0.00	IN	IN		5,396.40	0.00	5,396.40	0.00	0.00	0.00	
ROW141|700	2100081751	000001	Z007	1000	5,394.00	0.00	INR		08.03.2024	08.03.2024	2100081862		1040	01	ZSCL01	0001243744					00000		SP	0013000913			B	8	2100081862	000001	2100081862 RHIHRLYSIDING	K	3101	C	08.03.2024	21:30:56			00:00:00			00:00:00	SCLADMIN	08.03.2024	21:30:56			00:00:00		C				0.00	IN	IN		5,394.00	0.00	5,394.00	0.00	0.00	0.00	
ROW142|700	2100082685	000001	Z007	1000	5,402.40	0.00	INR		09.03.2024	09.03.2024	2100082796		1040	01	ZSCL01	0001250192					00000		SP	0013000913			B	8	2100082796	000001	2100082796 RHIHRLYSIDING	K	3101	C	09.03.2024	07:44:41			00:00:00			00:00:00	SCLADMIN	09.03.2024	07:44:41			00:00:00		C				0.00	IN	IN		5,402.40	0.00	5,402.40	0.00	0.00	0.00	
ROW143|700	2100082932	000001	Z007	1000	5,396.40	0.00	INR		09.03.2024	09.03.2024	2100083013		1040	01	ZSCL01	0001255219					00000		SP	0013000913			B	8	2100083013	000001	2100083013 RHIHRLYSIDING	K	3101	C	09.03.2024	11:46:30			00:00:00			00:00:00	SCLADMIN	09.03.2024	11:46:30			00:00:00		C				0.00	IN	IN		5,396.40	0.00	5,396.40	0.00	0.00	0.00	
ROW144|700	2100083093	000001	Z007	1000	5,394.00	0.00	INR		09.03.2024	09.03.2024	2100083174		1040	01	ZSCL01	0001258262					00000		SP	0013000913			B	8	2100083174	000001	2100083174 RHIHRLYSIDING	K	3101	C	09.03.2024	13:53:14			00:00:00			00:00:00	SCLADMIN	09.03.2024	13:53:14			00:00:00		C				0.00	IN	IN		5,394.00	0.00	5,394.00	0.00	0.00	0.00	
ROW145|700	2100083275	000001	Z007	1000	5,394.00	0.00	INR		09.03.2024	09.03.2024	2100083366		1040	01	ZSCL01	0001261705					00000		SP	0013000913			B	8	2100083366	000001	2100083366 RHIHRLYSIDING	K	3101	C	09.03.2024	15:46:13			00:00:00			00:00:00	SCLADMIN	09.03.2024	15:46:13			00:00:00		C				0.00	IN	IN		5,394.00	0.00	5,394.00	0.00	0.00	0.00	
ROW146|700	2100083408	000001	Z007	1000	5,394.00	0.00	INR		09.03.2024	09.03.2024	2100083489		1040	01	ZSCL01	0001264345					00000		SP	0013000913			B	8	2100083489	000001	2100083489 RHIHRLYSIDING	K	3101	C	09.03.2024	16:53:40			00:00:00			00:00:00	SCLADMIN	09.03.2024	16:53:40			00:00:00		C				0.00	IN	IN		5,394.00	0.00	5,394.00	0.00	0.00	0.00	
ROW147|700	2100083936	000001	Z007	1000	5,396.40	0.00	INR		09.03.2024	09.03.2024	2100084027		1040	01	ZSCL01	0001273180					00000		SP	0013000913			B	8	2100084027	000001	2100084027 RHIHRLYSIDING	K	3101	C	09.03.2024	20:34:02			00:00:00			00:00:00	SCLADMIN	09.03.2024	20:34:02			00:00:00		C				0.00	IN	IN		5,396.40	0.00	5,396.40	0.00	0.00	0.00	
ROW148|700	2100084372	000001	Z007	1000	5,394.00	0.00	INR		09.03.2024	09.03.2024	2100084463		1040	01	ZSCL01	0001277130					00000		SP	0013000913			B	8	2100084463	000001	2100084463 RHIHRLYSIDING	K	3101	C	09.03.2024	23:02:36			00:00:00			00:00:00	SCLADMIN	09.03.2024	23:02:36			00:00:00		C				0.00	IN	IN		5,394.00	0.00	5,394.00	0.00	0.00	0.00	
ROW149|700	2100084724	000001	Z007	1000	5,402.40	0.00	INR		10.03.2024	10.03.2024	2100084815		1040	01	ZSCL01	0001281382					00000		SP	0013000913			B	8	2100084815	000001	2100084815 RHIHRLYSIDING	K	3101	C	10.03.2024	02:34:39			00:00:00			00:00:00	SCLADMIN	10.03.2024	02:34:39			00:00:00		C				0.00	IN	IN		5,402.40	0.00	5,402.40	0.00	0.00	0.00	
ROW150|700	2100085231	000001	Z007	1000	5,396.40	0.00	INR		10.03.2024	10.03.2024	2100085312		1040	01	ZSCL01	0001283675					00000		SP	0013000913			B	8	2100085312	000001	2100085312 RHIHRLYSIDING	K	3101	C	10.03.2024	07:35:29			00:00:00			00:00:00	SCLADMIN	10.03.2024	07:35:29			00:00:00		C				0.00	IN	IN		5,396.40	0.00	5,396.40	0.00	0.00	0.00	
ROW151|700	2100086139	000001	Z007	1000	5,394.00	0.00	INR		10.03.2024	10.03.2024	2100086220		1040	01	ZSCL01	0001296567					00000		SP	0013000913			B	8	2100086220	000001	2100086220 RHIHRLYSIDING	K	3101	C	10.03.2024	17:29:11			00:00:00			00:00:00	SCLADMIN	10.03.2024	17:29:11			00:00:00		C				0.00	IN	IN		5,394.00	0.00	5,394.00	0.00	0.00	0.00	
ROW152|700	2100086968	000001	Z007	1000	5,402.40	0.00	INR		10.03.2024	10.03.2024	2100087060		1040	01	ZSCL01	0001306196					00000		SP	0013000913			B	8	2100087060	000001	2100087060 RHIHRLYSIDING	K	3101	C	10.03.2024	23:04:12			00:00:00			00:00:00	SCLADMIN	10.03.2024	23:04:12			00:00:00		C				0.00	IN	IN		5,402.40	0.00	5,402.40	0.00	0.00	0.00	
ROW153|700	2100087133	000001	Z007	1000	5,396.40	0.00	INR		11.03.2024	11.03.2024	2100087225		1040	01	ZSCL01	0001307189					00000		SP	0013000913			B	8	2100087225	000001	2100087225 RHIHRLYSIDING	K	3101	C	11.03.2024	00:43:44			00:00:00			00:00:00	SCLADMIN	11.03.2024	00:43:44			00:00:00		C				0.00	IN	IN		5,396.40	0.00	5,396.40	0.00	0.00	0.00	
ROW154|700	2100088509	000001	Z007	1000	5,394.00	0.00	INR		11.03.2024	11.03.2024	2100088601		1040	01	ZSCL01	0001325747					00000		SP	0013000913			B	8	2100088601	000001	2100088601 RHIHRLYSIDING	K	3101	C	11.03.2024	17:21:16			00:00:00			00:00:00	SCLADMIN	11.03.2024	17:21:16			00:00:00		C				0.00	IN	IN		5,394.00	0.00	5,394.00	0.00	0.00	0.00	
ROW155|700	2100088577	000001	Z007	1000	5,407.20	0.00	INR		11.03.2024	11.03.2024	2100088669		1040	01	ZSCL01	0001329000					00000		SP	0013000913			B	8	2100088669	000001	2100088669 RHIHRLYSIDING	K	3101	C	11.03.2024	17:55:54			00:00:00			00:00:00	SCLADMIN	11.03.2024	17:55:54			00:00:00		C				0.00	IN	IN		5,407.20	0.00	5,407.20	0.00	0.00	0.00	
ROW156|700	2100089019	000001	Z007	1000	5,402.40	0.00	INR		11.03.2024	11.03.2024	2100089121		1040	01	ZSCL01	0001338513					00000		SP	0013000913			B	8	2100089121	000001	2100089121 RHIHRLYSIDING	K	3101	C	11.03.2024	21:12:45			00:00:00			00:00:00	SCLADMIN	11.03.2024	21:12:45			00:00:00		C				0.00	IN	IN		5,402.40	0.00	5,402.40	0.00	0.00	0.00	
ROW157|700	2100089095	000001	Z007	1000	5,396.40	0.00	INR		11.03.2024	11.03.2024	2100089197		1040	01	ZSCL01	0001339284					00000		SP	0013000913			B	8	2100089197	000001	2100089197 RHIHRLYSIDING	K	3101	C	11.03.2024	21:41:26			00:00:00			00:00:00	SCLADMIN	11.03.2024	21:41:26			00:00:00		C				0.00	IN	IN		5,396.40	0.00	5,396.40	0.00	0.00	0.00	
ROW158|700	2100089180	000001	Z007	1000	5,402.40	0.00	INR		11.03.2024	11.03.2024	2100089282		1040	01	ZSCL01	0001340288					00000		SP	0013000913			B	8	2100089282	000001	2100089282 RHIHRLYSIDING	K	3101	C	11.03.2024	22:30:14			00:00:00			00:00:00	SCLADMIN	11.03.2024	22:30:14			00:00:00		C				0.00	IN	IN		5,402.40	0.00	5,402.40	0.00	0.00	0.00	
ROW159|700	2100089388	000001	Z007	1000	5,396.40	0.00	INR		11.03.2024	11.03.2024	2100089480		1040	01	ZSCL01	0001342120					00000		SP	0013000913			B	8	2100089480	000001	2100089480 RHIHRLYSIDING	K	3101	C	11.03.2024	23:48:54			00:00:00			00:00:00	SCLADMIN	11.03.2024	23:48:54			00:00:00		C				0.00	IN	IN		5,396.40	0.00	5,396.40	0.00	0.00	0.00	
ROW160|700	2100089747	000001	Z007	1000	5,396.40	0.00	INR		12.03.2024	12.03.2024	2100089849		1040	01	ZSCL01	0001344267					00000		SP	0013000913			B	8	2100089849	000001	2100089849 RHIHRLYSIDING	K	3101	C	12.03.2024	03:19:40			00:00:00			00:00:00	SCLADMIN	12.03.2024	03:19:40			00:00:00		C				0.00	IN	IN		5,396.40	0.00	5,396.40	0.00	0.00	0.00	
ROW161|700	2100090128	000001	Z007	1000	5,394.00	0.00	INR		12.03.2024	12.03.2024	2100090220		1040	01	ZSCL01	0001346051					00000		SP	0013000913			B	8	2100090220	000001	2100090220 RHIHRLYSIDING	K	3101	C	12.03.2024	07:20:52			00:00:00			00:00:00	SCLADMIN	12.03.2024	07:20:52			00:00:00		C				0.00	IN	IN		5,394.00	0.00	5,394.00	0.00	0.00	0.00	
ROW162|700	2100090270	000001	Z007	1000	5,402.40	0.00	INR		12.03.2024	12.03.2024	2100090372		1040	01	ZSCL01	0001347035					00000		SP	0013000913			B	8	2100090372	000001	2100090372 RHIHRLYSIDING	K	3101	C	12.03.2024	09:32:21			00:00:00			00:00:00	SCLADMIN	12.03.2024	09:32:21			00:00:00		C				0.00	IN	IN		5,402.40	0.00	5,402.40	0.00	0.00	0.00	
ROW163|700	2100091353	000001	Z007	1000	5,402.40	0.00	INR		12.03.2024	12.03.2024	2100091445		1040	01	ZSCL01	0001368356					00000		SP	0013000913			B	8	2100091445	000001	2100091445 RHIHRLYSIDING	K	3101	C	12.03.2024	19:43:56			00:00:00			00:00:00	SCLADMIN	12.03.2024	19:43:56			00:00:00		C				0.00	IN	IN		5,402.40	0.00	5,402.40	0.00	0.00	0.00	
ROW164|700	2100092658	000001	Z007	1000	5,396.40	0.00	INR		13.03.2024	13.03.2024	2100092750		1040	01	ZSCL01	0001378752					00000		SP	0013000913			B	8	2100092750	000001	2100092750 RHIHRLYSIDING	K	3101	C	13.03.2024	07:10:48			00:00:00			00:00:00	SCLADMIN	13.03.2024	07:10:48			00:00:00		C				0.00	IN	IN		5,396.40	0.00	5,396.40	0.00	0.00	0.00	
ROW165|700	2100092665	000001	Z007	1000	5,394.00	0.00	INR		13.03.2024	13.03.2024	2100092757		1040	01	ZSCL01	0001378847					00000		SP	0013000913			B	8	2100092757	000001	2100092757 RHIHRLYSIDING	K	3101	C	13.03.2024	07:17:06			00:00:00			00:00:00	SCLADMIN	13.03.2024	07:17:06			00:00:00		C				0.00	IN	IN		5,394.00	0.00	5,394.00	0.00	0.00	0.00	
ROW166|700	2100092803	000001	Z007	1000	5,394.00	0.00	INR		13.03.2024	13.03.2024	2100092895		1040	01	ZSCL01	0001379763					00000		SP	0013000913			B	8	2100092895	000001	2100092895 RHIHRLYSIDING	K	3101	C	13.03.2024	09:12:12			00:00:00			00:00:00	SCLADMIN	13.03.2024	09:12:12			00:00:00		C				0.00	IN	IN		5,394.00	0.00	5,394.00	0.00	0.00	0.00	
ROW167|700	2100092813	000001	Z007	1000	5,407.20	0.00	INR		13.03.2024	13.03.2024	2100092905		1040	01	ZSCL01	0001379865					00000		SP	0013000913			B	8	2100092905	000001	2100092905 RHIHRLYSIDING	K	3101	C	13.03.2024	09:23:22			00:00:00			00:00:00	SCLADMIN	13.03.2024	09:23:22			00:00:00		C				0.00	IN	IN		5,407.20	0.00	5,407.20	0.00	0.00	0.00	
ROW168|700	2100092861	000001	Z007	1000	5,402.40	0.00	INR		13.03.2024	13.03.2024	2100092953		1040	01	ZSCL01	0001380436					00000		SP	0013000913			B	8	2100092953	000001	2100092953 RHIHRLYSIDING	K	3101	C	13.03.2024	10:09:02			00:00:00			00:00:00	SCLADMIN	13.03.2024	10:09:02			00:00:00		C				0.00	IN	IN		5,402.40	0.00	5,402.40	0.00	0.00	0.00	
ROW169|700	2100092909	000001	Z007	1000	5,396.40	0.00	INR		13.03.2024	13.03.2024	2100093001		1040	01	ZSCL01	0001381088					00000		SP	0013000913			B	8	2100093001	000001	2100093001 RHIHRLYSIDING	K	3101	C	13.03.2024	10:41:43			00:00:00			00:00:00	SCLADMIN	13.03.2024	10:41:43			00:00:00		C				0.00	IN	IN		5,396.40	0.00	5,396.40	0.00	0.00	0.00	
