SOrg. | DChl | Dv | SOff. | Name | Name | Name | Description
1000 | 10 | 10 | 1279 | Shree Cement​ Ltd | Trade | Cement​ | MH_NANDURBAR_SC
1000 | 10 | 10 | 1280 | Shree Cement​ Ltd | Trade | Cement​ | MH_NANDURBAR_B
1000 | 10 | 10 | 1281 | Shree Cement​ Ltd | Trade | Cement​ | MH_PANVEL_SC
1000 | 10 | 10 | 1282 | Shree Cement​ Ltd | Trade | Cement​ | MH_PANVEL_SC
1000 | 10 | 10 | 1283 | Shree Cement​ Ltd | Trade | Cement​ | MH_ROHA_SC
1000 | 10 | 10 | 1284 | Shree Cement​ Ltd | Trade | Cement​ | MH_MAHAD_SC
1000 | 10 | 10 | 1285 | Shree Cement​ Ltd | Trade | Cement​ | MH_MAHAD_B
1000 | 10 | 10 | 1286 | Shree Cement​ Ltd | Trade | Cement​ | MH_SHAHAPUR_SC
1000 | 10 | 10 | 1287 | Shree Cement​ Ltd | Trade | Cement​ | MH_ULHASNAGAR_SC
1000 | 10 | 10 | 1288 | Shree Cement​ Ltd | Trade | Cement​ | MH_PALGHAR_SC
1000 | 10 | 10 | 1289 | Shree Cement​ Ltd | Trade | Cement​ | MH_PALGHAR_B
1000 | 10 | 10 | 1290 | Shree Cement​ Ltd | Trade | Cement​ | MH_THANE_SC
1000 | 10 | 10 | 1291 | Shree Cement​ Ltd | Trade | Cement​ | MH_THANE_B
1000 | 10 | 10 | 1292 | Shree Cement​ Ltd | Trade | Cement​ | MH_GADCHIROLI_SC
1000 | 10 | 10 | 1293 | Shree Cement​ Ltd | Trade | Cement​ | MH_AMRAVATI_SC
1000 | 10 | 10 | 1294 | Shree Cement​ Ltd | Trade | Cement​ | MH_AMRAVATI_B
1000 | 10 | 10 | 1295 | Shree Cement​ Ltd | Trade | Cement​ | MH_BHANDARA-5_SC
1000 | 10 | 10 | 1296 | Shree Cement​ Ltd | Trade | Cement​ | MH_WARDHA_B
1000 | 10 | 10 | 1297 | Shree Cement​ Ltd | Trade | Cement​ | MH_BHANDARA-1_SC
1000 | 10 | 10 | 1298 | Shree Cement​ Ltd | Trade | Cement​ | MH_BHANDARA-2_SC
1000 | 10 | 10 | 1299 | Shree Cement​ Ltd | Trade | Cement​ | MH_BHANDARA-3_SC
1000 | 10 | 10 | 1300 | Shree Cement​ Ltd | Trade | Cement​ | MH_AHMEDNAGAR-PARNER
1000 | 10 | 10 | 1301 | Shree Cement​ Ltd | Trade | Cement​ | MH_AHMEDNAGAR-KOPERG
1000 | 10 | 10 | 1302 | Shree Cement​ Ltd | Trade | Cement​ | MH_PUNE-SASWAD_B
1000 | 10 | 10 | 1303 | Shree Cement​ Ltd | Trade | Cement​ | MH_SATARA-KHANDALA_S
1000 | 10 | 10 | 1304 | Shree Cement​ Ltd | Trade | Cement​ | MH_NASHIK-KALWAN_B
1000 | 10 | 10 | 1305 | Shree Cement​ Ltd | Trade | Cement​ | MH_GONDIA-2_SC
1000 | 10 | 10 | 1306 | Shree Cement​ Ltd | Trade | Cement​ | MH_PUNE-HAVELI_SC
1000 | 10 | 10 | 1307 | Shree Cement​ Ltd | Trade | Cement​ | MH_PUNE-HAVELI_B
1000 | 10 | 10 | 1308 | Shree Cement​ Ltd | Trade | Cement​ | MH_THANE-2_B
1000 | 10 | 10 | 1309 | Shree Cement​ Ltd | Trade | Cement​ | MH_BEED-2_B
1000 | 10 | 10 | 1310 | Shree Cement​ Ltd | Trade | Cement​ | MH_PUNE-PMC-1_SC
1000 | 10 | 10 | 1311 | Shree Cement​ Ltd | Trade | Cement​ | MH_PUNE-PMC-2_SC
1000 | 10 | 10 | 1312 | Shree Cement​ Ltd | Trade | Cement​ | MH_BULDHANA_SC
1000 | 10 | 10 | 1313 | Shree Cement​ Ltd | Trade | Cement​ | MH_BULDHANA_B
1000 | 10 | 10 | 1314 | Shree Cement​ Ltd | Trade | Cement​ | MH_BHIWANDI_SC
1000 | 10 | 10 | 1315 | Shree Cement​ Ltd | Trade | Cement​ | MH_JALNA-1
1000 | 10 | 10 | 1316 | Shree Cement​ Ltd | Trade | Cement​ | MH_BEED-3_B
1000 | 10 | 10 | 1317 | Shree Cement​ Ltd | Trade | Cement​ | MH_PUNE-PMC-3_SC
1000 | 10 | 10 | 1318 | Shree Cement​ Ltd | Trade | Cement​ | MH_NASHIK-IGATPURI_S
1000 | 10 | 10 | 1319 | Shree Cement​ Ltd | Trade | Cement​ | MH_THANE-3_SC
1000 | 10 | 10 | 1320 | Shree Cement​ Ltd | Trade | Cement​ | MH_THANE-3_B
1000 | 10 | 10 | 1321 | Shree Cement​ Ltd | Trade | Cement​ | MH_JALNA-BHOKARDAN_S
1000 | 10 | 10 | 1322 | Shree Cement​ Ltd | Trade | Cement​ | MH_NASHIK-AMBAD_B
1000 | 10 | 10 | 1323 | Shree Cement​ Ltd | Trade | Cement​ | HP_SOLAN_SC
1000 | 10 | 10 | 1324 | Shree Cement​ Ltd | Trade | Cement​ | HP_SOLAN_B
1000 | 10 | 10 | 1325 | Shree Cement​ Ltd | Trade | Cement​ | HP_UNA_SC
1000 | 10 | 10 | 1326 | Shree Cement​ Ltd | Trade | Cement​ | HP_UNA_B
1000 | 10 | 10 | 1327 | Shree Cement​ Ltd | Trade | Cement​ | HP_SIRMAUR_SC
1000 | 10 | 10 | 1328 | Shree Cement​ Ltd | Trade | Cement​ | HP_SIRMAUR_B
1000 | 10 | 10 | 1329 | Shree Cement​ Ltd | Trade | Cement​ | HP_DHANGU PEER_SC
1000 | 10 | 10 | 1330 | Shree Cement​ Ltd | Trade | Cement​ | HP_DHANGU PEER_B
1000 | 10 | 10 | 1331 | Shree Cement​ Ltd | Trade | Cement​ | HP_SHIMLA_B
1000 | 10 | 10 | 1332 | Shree Cement​ Ltd | Trade | Cement​ | HP_KANGRA_B
1000 | 10 | 10 | 1333 | Shree Cement​ Ltd | Trade | Cement​ | HP_HAMIRPUR_B
1000 | 10 | 10 | 1334 | Shree Cement​ Ltd | Trade | Cement​ | HP_BILASPUR(NO SP)_B
1000 | 10 | 10 | 1335 | Shree Cement​ Ltd | Trade | Cement​ | PB_AMRITSAR_SC
1000 | 10 | 10 | 1336 | Shree Cement​ Ltd | Trade | Cement​ | PB_AMRITSAR_B
1000 | 10 | 10 | 1337 | Shree Cement​ Ltd | Trade | Cement​ | PB_AMRITSAR_RC
1000 | 10 | 10 | 1338 | Shree Cement​ Ltd | Trade | Cement​ | PB_BHATINDA_SC
1000 | 10 | 10 | 1339 | Shree Cement​ Ltd | Trade | Cement​ | PB_BHATINDA_SC
1000 | 10 | 10 | 1340 | Shree Cement​ Ltd | Trade | Cement​ | PB_BHATINDA_B
1000 | 10 | 10 | 1341 | Shree Cement​ Ltd | Trade | Cement​ | PB_BHATINDA_RC
1000 | 10 | 10 | 1342 | Shree Cement​ Ltd | Trade | Cement​ | PB_FARIDKOT_SC
1000 | 10 | 10 | 1343 | Shree Cement​ Ltd | Trade | Cement​ | PB_FARIDKOT_B
1000 | 10 | 10 | 1344 | Shree Cement​ Ltd | Trade | Cement​ | PB_FARIDKOT_RC
1000 | 10 | 10 | 1345 | Shree Cement​ Ltd | Trade | Cement​ | PB_FEROZEPUR_SC
1000 | 10 | 10 | 1346 | Shree Cement​ Ltd | Trade | Cement​ | PB_FEROZEPUR_B
1000 | 10 | 10 | 1347 | Shree Cement​ Ltd | Trade | Cement​ | PB_FEROZEPUR_RC
1000 | 10 | 10 | 1348 | Shree Cement​ Ltd | Trade | Cement​ | PB_GURDASPUR_SC
1000 | 10 | 10 | 1349 | Shree Cement​ Ltd | Trade | Cement​ | PB_GURDASPUR_B
1000 | 10 | 10 | 1350 | Shree Cement​ Ltd | Trade | Cement​ | PB_GURDASPUR_RC
1000 | 10 | 10 | 1351 | Shree Cement​ Ltd | Trade | Cement​ | PB_HOSHIARPUR_SC
1000 | 10 | 10 | 1352 | Shree Cement​ Ltd | Trade | Cement​ | PB_HOSHIARPUR_B
1000 | 10 | 10 | 1353 | Shree Cement​ Ltd | Trade | Cement​ | PB_HOSHIARPUR_RC
1000 | 10 | 10 | 1354 | Shree Cement​ Ltd | Trade | Cement​ | PB_JALLANDHAR_SC
1000 | 10 | 10 | 1355 | Shree Cement​ Ltd | Trade | Cement​ | PB_JALLANDHAR_B
1000 | 10 | 10 | 1356 | Shree Cement​ Ltd | Trade | Cement​ | PB_JALLANDHAR_RC
1000 | 10 | 10 | 1357 | Shree Cement​ Ltd | Trade | Cement​ | PB_KAPURTHALA_SC
1000 | 10 | 10 | 1358 | Shree Cement​ Ltd | Trade | Cement​ | PB_KAPURTHALA_B
1000 | 10 | 10 | 1359 | Shree Cement​ Ltd | Trade | Cement​ | PB_KHANNA (FATEHGARH
1000 | 10 | 10 | 1360 | Shree Cement​ Ltd | Trade | Cement​ | PB_KHANNA (FATEHGARH
1000 | 10 | 10 | 1361 | Shree Cement​ Ltd | Trade | Cement​ | PB_KHANNA (FATEHGARH
1000 | 10 | 10 | 1362 | Shree Cement​ Ltd | Trade | Cement​ | PB_LUDHIANA_SC
1000 | 10 | 10 | 1363 | Shree Cement​ Ltd | Trade | Cement​ | PB_LUDHIANA_B
1000 | 10 | 10 | 1364 | Shree Cement​ Ltd | Trade | Cement​ | PB_LUDHIANA_RC
1000 | 10 | 10 | 1365 | Shree Cement​ Ltd | Trade | Cement​ | PB_MUKTSAR_SC
1000 | 10 | 10 | 1366 | Shree Cement​ Ltd | Trade | Cement​ | PB_MUKTSAR_B
1000 | 10 | 10 | 1367 | Shree Cement​ Ltd | Trade | Cement​ | PB_MUKTSAR_RC
1000 | 10 | 10 | 1368 | Shree Cement​ Ltd | Trade | Cement​ | PB_NAWANSHAHAR_SC
1000 | 10 | 10 | 1369 | Shree Cement​ Ltd | Trade | Cement​ | PB_NAWANSHAHAR_B
1000 | 10 | 10 | 1370 | Shree Cement​ Ltd | Trade | Cement​ | PB_NAWANSHAHAR_RC
1000 | 10 | 10 | 1371 | Shree Cement​ Ltd | Trade | Cement​ | PB_PABHAT (MOHALI)_S
1000 | 10 | 10 | 1372 | Shree Cement​ Ltd | Trade | Cement​ | PB_PABHAT (MOHALI)_B
1000 | 10 | 10 | 1373 | Shree Cement​ Ltd | Trade | Cement​ | PB_PABHAT (MOHALI)_B
1000 | 10 | 10 | 1374 | Shree Cement​ Ltd | Trade | Cement​ | PB_PABHAT (MOHALI)_R
1000 | 10 | 10 | 1375 | Shree Cement​ Ltd | Trade | Cement​ | PB_PATIALA_SC
1000 | 10 | 10 | 1376 | Shree Cement​ Ltd | Trade | Cement​ | PB_PATIALA_B
1000 | 10 | 10 | 1377 | Shree Cement​ Ltd | Trade | Cement​ | PB_PATIALA_RC
1000 | 10 | 10 | 1378 | Shree Cement​ Ltd | Trade | Cement​ | PB_RAJPURA_SC
1000 | 10 | 10 | 1379 | Shree Cement​ Ltd | Trade | Cement​ | PB_RAJPURA_B
1000 | 10 | 10 | 1380 | Shree Cement​ Ltd | Trade | Cement​ | PB_RAJPURA_RC
1000 | 10 | 10 | 1381 | Shree Cement​ Ltd | Trade | Cement​ | PB_SANGRUR_SC
1000 | 10 | 10 | 1382 | Shree Cement​ Ltd | Trade | Cement​ | PB_SANGRUR_SC
1000 | 10 | 10 | 1383 | Shree Cement​ Ltd | Trade | Cement​ | PB_SANGRUR_B
1000 | 10 | 10 | 1384 | Shree Cement​ Ltd | Trade | Cement​ | PB_SANGRUR_RC
1000 | 10 | 10 | 1385 | Shree Cement​ Ltd | Trade | Cement​ | PB_MANSA_SC
1000 | 10 | 10 | 1386 | Shree Cement​ Ltd | Trade | Cement​ | PB_MANSA_B
1000 | 10 | 10 | 1387 | Shree Cement​ Ltd | Trade | Cement​ | PB_MANSA_RC
1000 | 10 | 10 | 1388 | Shree Cement​ Ltd | Trade | Cement​ | PB_MOGA_SC
1000 | 10 | 10 | 1389 | Shree Cement​ Ltd | Trade | Cement​ | PB_MOGA_B
1000 | 10 | 10 | 1390 | Shree Cement​ Ltd | Trade | Cement​ | PB_MOGA_RC
1000 | 10 | 10 | 1391 | Shree Cement​ Ltd | Trade | Cement​ | PB_KOTKAPURA_SC
1000 | 10 | 10 | 1392 | Shree Cement​ Ltd | Trade | Cement​ | PB_KOTKAPURA_SC
1000 | 10 | 10 | 1393 | Shree Cement​ Ltd | Trade | Cement​ | PB_KOTKAPURA_B
1000 | 10 | 10 | 1394 | Shree Cement​ Ltd | Trade | Cement​ | PB_KOTKAPURA_RC
1000 | 10 | 10 | 1395 | Shree Cement​ Ltd | Trade | Cement​ | PB_ZIRAKPUR_SC
1000 | 10 | 10 | 1396 | Shree Cement​ Ltd | Trade | Cement​ | CH_ZIRAKPUR_B
1000 | 10 | 10 | 1397 | Shree Cement​ Ltd | Trade | Cement​ | PB_ZIRAKPUR_B
1000 | 10 | 10 | 1398 | Shree Cement​ Ltd | Trade | Cement​ | PB_ZIRAKPUR_RC
1000 | 10 | 10 | 1399 | Shree Cement​ Ltd | Trade | Cement​ | PB_ZIRAKPUR_RC
1000 | 10 | 10 | 1400 | Shree Cement​ Ltd | Trade | Cement​ | PB_SUNAM_B
1000 | 10 | 10 | 1401 | Shree Cement​ Ltd | Trade | Cement​ | PB_PATHANKOT_SC
1000 | 10 | 10 | 1402 | Shree Cement​ Ltd | Trade | Cement​ | PB_PATHANKOT_B
1000 | 10 | 10 | 1403 | Shree Cement​ Ltd | Trade | Cement​ | PB_PATHANKOT_RC
1000 | 10 | 10 | 1404 | Shree Cement​ Ltd | Trade | Cement​ | PB_DERA BABA NANAK_S
1000 | 10 | 10 | 1405 | Shree Cement​ Ltd | Trade | Cement​ | PB_DINANAGAR_SC
1000 | 10 | 10 | 1406 | Shree Cement​ Ltd | Trade | Cement​ | PB_ROPAR_SC
1000 | 10 | 10 | 1407 | Shree Cement​ Ltd | Trade | Cement​ | PB_ROPAR_B
1000 | 10 | 10 | 1408 | Shree Cement​ Ltd | Trade | Cement​ | PB_ROPAR_RC
1000 | 10 | 10 | 1409 | Shree Cement​ Ltd | Trade | Cement​ | PB_DASUYA_SC
1000 | 10 | 10 | 1410 | Shree Cement​ Ltd | Trade | Cement​ | PB_RAIKOT_SC
1000 | 10 | 10 | 1411 | Shree Cement​ Ltd | Trade | Cement​ | PB_TARAN TARAN_SC
1000 | 10 | 10 | 1412 | Shree Cement​ Ltd | Trade | Cement​ | PB_TARAN TARAN_RC
1000 | 10 | 10 | 1413 | Shree Cement​ Ltd | Trade | Cement​ | PB_SHAHKOT_SC
1000 | 10 | 10 | 1414 | Shree Cement​ Ltd | Trade | Cement​ | PB_BARNALA_SC
1000 | 10 | 10 | 1415 | Shree Cement​ Ltd | Trade | Cement​ | PB_BARNALA_SC
1000 | 10 | 10 | 1416 | Shree Cement​ Ltd | Trade | Cement​ | PB_BARNALA_B
1000 | 10 | 10 | 1417 | Shree Cement​ Ltd | Trade | Cement​ | PB_BARNALA_RC
1000 | 10 | 10 | 1418 | Shree Cement​ Ltd | Trade | Cement​ | PB_SAMANA_SC
1000 | 10 | 10 | 1419 | Shree Cement​ Ltd | Trade | Cement​ | PB_SAMANA_RC
1000 | 10 | 10 | 1420 | Shree Cement​ Ltd | Trade | Cement​ | PB_BATALA_SC
1000 | 10 | 10 | 1421 | Shree Cement​ Ltd | Trade | Cement​ | PB_AMRITSAR- 2_SC
1000 | 10 | 10 | 1422 | Shree Cement​ Ltd | Trade | Cement​ | PB_MUKTSAR - 2_SC
1000 | 10 | 10 | 1423 | Shree Cement​ Ltd | Trade | Cement​ | PB_BARNALA - 2_SC
1000 | 10 | 10 | 1424 | Shree Cement​ Ltd | Trade | Cement​ | PB_BHOGPUR_B
... (truncated at 400 rows)
