Sales Organization | Ref.dist.channel-Cust/Material | Plant | Name | Name | Name 1
1000 | 10 | 4017 | Shree Cement​ Ltd | Trade | BR MASHRAK SC TR
1000 | 10 | 4018 | Shree Cement​ Ltd | Trade | BR NAWADA SC TR
1000 | 10 | 4019 | Shree Cement​ Ltd | Trade | BR PAHLEZA BG TR RLY
1000 | 10 | 4020 | Shree Cement​ Ltd | Trade | BR ARARIA BG TR RSD
1000 | 10 | 4021 | Shree Cement​ Ltd | Trade | BR SIWAIPATTI BG TR
1000 | 10 | 4022 | Shree Cement​ Ltd | Trade | BR SIWAN BG TR
1000 | 10 | 4023 | Shree Cement​ Ltd | Trade | CG DHAMTARI BG TR
1000 | 10 | 4024 | Shree Cement​ Ltd | Trade | CG DURG SC TR
1000 | 10 | 4025 | Shree Cement​ Ltd | Trade | CG MANDIR HASOD SC TR
1000 | 10 | 4026 | Shree Cement​ Ltd | Trade | CG RHIH BG TR RLY
1000 | 10 | 4027 | Shree Cement​ Ltd | Trade | CG SANTOSHI NAGAR BG TR
1000 | 10 | 4028 | Shree Cement​ Ltd | Trade | DL FATEHPUR BERI SC TR
1000 | 10 | 4029 | Shree Cement​ Ltd | Trade | DL SHAKURBASTI BG NT
1000 | 10 | 4030 | Shree Cement​ Ltd | Trade | GO COLVALE BG TR
1000 | 10 | 4031 | Shree Cement​ Ltd | Trade | GJ ASLALI SC NT VD
1000 | 10 | 4032 | Shree Cement​ Ltd | Trade | GJ BG NT JOLWA RSD
1000 | 10 | 4033 | Shree Cement​ Ltd | Trade | GJ SARKEHJ BG TR
1000 | 10 | 4034 | Shree Cement​ Ltd | Trade | HR KHORI BG NT RLY
1000 | 10 | 4035 | Shree Cement​ Ltd | Trade | HR PINJORE SC NT
1000 | 10 | 4036 | Shree Cement​ Ltd | Trade | HR KHORI BG TR RLY
1000 | 10 | 4037 | Shree Cement​ Ltd | Trade | JH BARAWADIH BG TR
1000 | 10 | 4038 | Shree Cement​ Ltd | Trade | MP GWALIOR SC NT VD
1000 | 10 | 4039 | Shree Cement​ Ltd | Trade | MP NEEMUCH SC NT
1000 | 10 | 4040 | Shree Cement​ Ltd | Trade | PB DOOMWALI SC NT
1000 | 10 | 4041 | Shree Cement​ Ltd | Trade | RJ BHARATPUR SC NT RSD
1000 | 10 | 4042 | Shree Cement​ Ltd | Trade | RJ JOBNER BG NT RLY
1000 | 10 | 4043 | Shree Cement​ Ltd | Trade | RJ MANDI CHOURAHA BG NT
1000 | 10 | 4044 | Shree Cement​ Ltd | Trade | RJ SHREE YARD BG NT YARD
1000 | 10 | 4045 | Shree Cement​ Ltd | Trade | RJ SHREE YARD SC NT YARD
1000 | 10 | 4046 | Shree Cement​ Ltd | Trade | RJ ASALPUR BG TR
1000 | 10 | 4047 | Shree Cement​ Ltd | Trade | RJ BIRDHWAL SC TR
1000 | 10 | 4048 | Shree Cement​ Ltd | Trade | RJ ANDHERI DEORI SC TR YARD
1000 | 10 | 4049 | Shree Cement​ Ltd | Trade | RJ ASALPUR SC TR YARD
1000 | 10 | 4050 | Shree Cement​ Ltd | Trade | RJ BANGUR CITY RS TR YARD
1000 | 10 | 4051 | Shree Cement​ Ltd | Trade | RJ MANDI CHOURAHA BG TR
1000 | 10 | 4052 | Shree Cement​ Ltd | Trade | UP ALIGARH SC NT RSD
1000 | 10 | 4053 | Shree Cement​ Ltd | Trade | UP BAREILLY SC NT
1000 | 10 | 4054 | Shree Cement​ Ltd | Trade | UP GHAZIABAD BG NT RSD
1000 | 10 | 4055 | Shree Cement​ Ltd | Trade | UP SHAHJAHANPUR SC NT
1000 | 10 | 4056 | Shree Cement​ Ltd | Trade | UP SHAMLI SC TR
1000 | 10 | 4057 | Shree Cement​ Ltd | Trade | UK AKBARPUR OUD BG TR YARD
1000 | 10 | 4058 | Shree Cement​ Ltd | Trade | UK HALDWANI BG TR
1000 | 10 | 4059 | Shree Cement​ Ltd | Trade | UK TANAKPUR SC TR
1000 | 10 | 4060 | Shree Cement​ Ltd | Trade | UP FARUKKHABAD BG NT
1000 | 10 | 4061 | Shree Cement​ Ltd | Trade | UP AGRA BG TR
1000 | 10 | 4062 | Shree Cement​ Ltd | Trade | SCL-HARYANA-ISD
1000 | 10 | 4063 | Shree Cement​ Ltd | Trade | SCL-RAJASTHAN-ISD
1000 | 10 | 4064 | Shree Cement​ Ltd | Trade | SCL-UTTAR PRADESH-ISD
1000 | 10 | 4065 | Shree Cement​ Ltd | Trade | SCL-WEST BENGAL-ISD
1000 | 10 | 4066 | Shree Cement​ Ltd | Trade | SCL-CHHATTISGARH-ISD
1000 | 10 | 4067 | Shree Cement​ Ltd | Trade | SCL-TAMIL NADU-ISD
1000 | 10 | 4068 | Shree Cement​ Ltd | Trade | SCL-UTTRAKHAND-ISD
1000 | 10 | 4069 | Shree Cement​ Ltd | Trade | SCL-JAMMU & KASHMIR
1000 | 10 | 4070 | Shree Cement​ Ltd | Trade | SCL-HIMACHAL PRADESH
1000 | 10 | 4071 | Shree Cement​ Ltd | Trade | SCL-PUNJAB
1000 | 10 | 4072 | Shree Cement​ Ltd | Trade | SCL-CHANDIGARH
1000 | 10 | 4073 | Shree Cement​ Ltd | Trade | SCL-DELHI
1000 | 10 | 4074 | Shree Cement​ Ltd | Trade | SCL-RAJASTHAN-DEPOT
1000 | 10 | 4075 | Shree Cement​ Ltd | Trade | SCL-UTTAR PRADESH DEPOT
1000 | 10 | 4076 | Shree Cement​ Ltd | Trade | SCL-WEST BENGAL
1000 | 10 | 4077 | Shree Cement​ Ltd | Trade | SCL-MADHYA PRADESH
1000 | 10 | 4078 | Shree Cement​ Ltd | Trade | SCL-GUJARAT
1000 | 10 | 4079 | Shree Cement​ Ltd | Trade | SCL-TELANGANA
1000 | 10 | 4080 | Shree Cement​ Ltd | Trade | SCL-GOA
1000 | 10 | 4081 | Shree Cement​ Ltd | Trade | SCL-KOLKATA OFFICE
1000 | 10 | 4082 | Shree Cement​ Ltd | Trade | SCL-MUMBAI OFFICE
1000 | 10 | 4083 | Shree Cement​ Ltd | Trade | SCL-JAIPUR OFFICE
1000 | 10 | 4084 | Shree Cement​ Ltd | Trade | SCL-UTTARAKHAND DEPOT
1000 | 10 | 4085 | Shree Cement​ Ltd | Trade | BR BEGUSARAI BG TR
1000 | 10 | 4086 | Shree Cement​ Ltd | Trade | BR MUZAFFARPUR BG TR
1000 | 10 | 4087 | Shree Cement​ Ltd | Trade | BR SAHARSA BG TR
1000 | 10 | 4088 | Shree Cement​ Ltd | Trade | RJ MANDI CHOURAHA SC TR
1000 | 10 | 4089 | Shree Cement​ Ltd | Trade | CG SARAIPALI BG TR
1000 | 10 | 4090 | Shree Cement​ Ltd | Trade | CG RAIGARH BG TR
1000 | 10 | 4091 | Shree Cement​ Ltd | Trade | CG GOGAON BG TR
1000 | 10 | 4092 | Shree Cement​ Ltd | Trade | JH DEOGHAR-II SC TR
1000 | 10 | 4093 | Shree Cement​ Ltd | Trade | JH GIRIDIH-II SC TR
1000 | 10 | 4094 | Shree Cement​ Ltd | Trade | JH RANCHI SC TR
1000 | 10 | 4095 | Shree Cement​ Ltd | Trade | WB COSSIPORE ROAD-II BG TR
1000 | 10 | 4096 | Shree Cement​ Ltd | Trade | WB SURJAPUR BG TR
1000 | 10 | 4097 | Shree Cement​ Ltd | Trade | TL BODUPPAL TR
1000 | 10 | 4098 | Shree Cement​ Ltd | Trade | TL CHANDRAYANAGUTTA TR
1000 | 10 | 4099 | Shree Cement​ Ltd | Trade | KA KALABURAGI BG TR
1000 | 10 | 4100 | Shree Cement​ Ltd | Trade | KA RAICHUR BG TR
1000 | 10 | 4101 | Shree Cement​ Ltd | Trade | KA BIDAR BG TR
1000 | 10 | 4102 | Shree Cement​ Ltd | Trade | MH TATHAWADE-PCMC BG TR
... (truncated at 400 rows)
